terminal_level,known_density,fitted_density
2.496775442670834764e+03,4.562687132265824623e-12,1.804355011713770707e-19
2.497352612388212947e+03,4.608216150603392842e-12,1.804355011713770707e-19
2.497929782105591130e+03,4.654176375496077534e-12,1.804355011713770707e-19
2.498506951822969313e+03,4.700571662639453224e-12,1.804355011713770707e-19
2.499084121540347496e+03,4.747405900060275859e-12,1.804355011713770707e-19
2.499661291257725679e+03,4.794683008368415851e-12,1.804355011713770707e-19
2.500238460975103862e+03,4.842406941010677316e-12,1.804355011713770707e-19
2.500815630692482046e+03,4.890581684526485741e-12,1.804355011713770707e-19
2.501392800409859774e+03,4.939211258805337448e-12,1.804355011713770707e-19
2.501969970127238412e+03,4.988299717346043168e-12,1.804355011713770707e-19
2.502547139844616140e+03,5.037851147517912743e-12,1.804355011713770707e-19
2.503124309561994778e+03,5.087869670823771905e-12,1.804355011713770707e-19
2.503701479279372506e+03,5.138359443164731155e-12,1.804355011713770707e-19
2.504278648996750690e+03,5.189324655107346523e-12,1.804355011713770707e-19
2.504855818714128873e+03,5.240769532151710096e-12,1.804355011713770707e-19
2.505432988431507056e+03,5.292698335002470418e-12,1.804355011713770707e-19
2.506010158148885239e+03,5.345115359841206743e-12,1.804355011713770707e-19
2.506587327866263422e+03,5.398024938600817127e-12,1.804355011713770707e-19
2.507164497583641605e+03,5.451431439242013237e-12,1.804355011713770707e-19
2.507741667301019788e+03,5.505339266031602817e-12,1.804355011713770707e-19
2.508318837018397971e+03,5.559752859822848173e-12,1.804355011713770707e-19
2.508896006735776155e+03,5.614676698337755291e-12,1.804355011713770707e-19
2.509473176453154338e+03,5.670115296451396171e-12,1.804355011713770707e-19
2.510050346170532521e+03,5.726073206478222371e-12,1.804355011713770707e-19
2.510627515887910704e+03,5.782555018460494159e-12,1.804355011713770707e-19
2.511204685605288887e+03,5.839565360458426236e-12,1.804355011713770707e-19
2.511781855322667070e+03,5.897108898843004012e-12,1.804355011713770707e-19
2.512359025040045253e+03,5.955190338590005121e-12,1.804355011713770707e-19
2.512936194757423436e+03,6.013814423577039652e-12,1.804355011713770707e-19
2.513513364474801165e+03,6.072985936881869126e-12,1.804355011713770707e-19
2.514090534192179803e+03,6.132709701083488923e-12,1.804355011713770707e-19
2.514667703909557531e+03,6.192990578564555699e-12,1.804355011713770707e-19
2.515244873626936169e+03,6.253833471816913488e-12,1.804355011713770707e-19
2.515822043344313897e+03,6.315243323748283033e-12,1.804355011713770707e-19
2.516399213061692080e+03,6.377225117991922986e-12,1.804355011713770707e-19
2.516976382779070263e+03,6.439783879218018981e-12,1.804355011713770707e-19
2.517553552496448447e+03,6.502924673447143888e-12,1.804355011713770707e-19
2.518130722213826630e+03,6.566652608366403983e-12,1.804355011713770707e-19
2.518707891931204813e+03,6.630972833647308139e-12,1.804355011713770707e-19
2.519285061648582996e+03,6.695890541266267999e-12,1.804355011713770707e-19
2.519862231365961179e+03,6.761410965826782407e-12,1.804355011713770707e-19
2.520439401083339362e+03,6.827539384884668823e-12,1.804355011713770707e-19
2.521016570800717545e+03,6.894281119274768977e-12,1.804355011713770707e-19
2.521593740518095728e+03,6.961641533440562565e-12,1.804355011713770707e-19
2.522170910235473912e+03,7.029626035765527404e-12,1.804355011713770707e-19
2.522748079952852095e+03,7.098240078907304245e-12,1.804355011713770707e-19
2.523325249670230278e+03,7.167489160133856025e-12,1.804355011713770707e-19
2.523902419387608461e+03,7.237378821662148244e-12,1.804355011713770707e-19
2.524479589104986644e+03,7.307914650999061278e-12,1.804355011713770707e-19
2.525056758822364827e+03,7.379102281284715570e-12,1.804355011713770707e-19
2.525633928539742556e+03,7.450947391638189501e-12,1.804355011713770707e-19
2.526211098257121193e+03,7.523455707505725277e-12,1.804355011713770707e-19
2.526788267974498922e+03,7.596633001011181274e-12,1.804355011713770707e-19
2.527365437691877560e+03,7.670485091308999059e-12,1.804355011713770707e-19
2.527942607409255288e+03,7.745017844939441916e-12,1.804355011713770707e-19
2.528519777126633471e+03,7.820237176186949847e-12,1.804355011713770707e-19
2.529096946844011654e+03,7.896149047439917899e-12,1.804355011713770707e-19
2.529674116561389837e+03,7.972759469553734752e-12,1.804355011713770707e-19
2.530251286278768021e+03,8.050074502216192981e-12,1.804355011713770707e-19
2.530828455996146204e+03,8.128100254315199926e-12,1.804355011713770707e-19
2.531405625713524387e+03,8.206842884309369140e-12,1.804355011713770707e-19
2.531982795430902570e+03,8.286308600600641025e-12,1.804355011713770707e-19
2.532559965148280753e+03,8.366503661910029622e-12,1.804355011713770707e-19
2.533137134865658936e+03,8.447434377655694239e-12,1.804355011713770707e-19
2.533714304583037119e+03,8.529107108333529770e-12,1.804355011713770707e-19
2.534291474300415302e+03,8.611528265900477669e-12,1.804355011713770707e-19
2.534868644017793486e+03,8.694704314160612502e-12,1.804355011713770707e-19
2.535445813735171669e+03,8.778641769153407921e-12,1.804355011713770707e-19
2.536022983452549852e+03,8.863347199545400227e-12,1.804355011713770707e-19
2.536600153169928035e+03,8.948827227023662998e-12,1.804355011713770707e-19
2.537177322887306218e+03,9.035088526692915175e-12,1.804355011713770707e-19
2.537754492604683946e+03,9.122137827474356211e-12,1.804355011713770707e-19
2.538331662322062584e+03,9.209981912508315623e-12,1.804355011713770707e-19
2.538908832039440313e+03,9.298627619558159467e-12,1.804355011713770707e-19
2.539486001756818951e+03,9.388081841419087200e-12,1.804355011713770707e-19
2.540063171474196679e+03,9.478351526327222571e-12,1.804355011713770707e-19
2.540640341191575317e+03,9.569443678373932562e-12,1.804355011713770707e-19
2.541217510908953045e+03,9.661365357920752168e-12,1.804355011713770707e-19
2.541794680626331228e+03,9.754123682019057388e-12,1.804355011713770707e-19
2.542371850343709411e+03,9.847725824831090464e-12,1.804355011713770707e-19
2.542949020061087595e+03,9.942179018054778515e-12,1.804355011713770707e-19
2.543526189778465778e+03,1.003749055135103049e-11,1.804355011713770707e-19
2.544103359495843961e+03,1.013366777277410534e-11,1.804355011713770707e-19
2.544680529213222144e+03,1.023071808920495612e-11,1.804355011713770707e-19
2.545257698930600327e+03,1.032864896678680034e-11,1.804355011713770707e-19
2.545834868647978510e+03,1.042746793136520915e-11,1.804355011713770707e-19
2.546412038365356693e+03,1.052718256892917876e-11,1.804355011713770707e-19
2.546989208082734876e+03,1.062780052605698245e-11,1.804355011713770707e-19
2.547566377800113059e+03,1.072932951036371883e-11,1.804355011713770707e-19
2.548143547517491243e+03,1.083177729095269243e-11,1.804355011713770707e-19
2.548720717234869426e+03,1.093515169886951318e-11,1.804355011713770707e-19
2.549297886952247609e+03,1.103946062755943844e-11,1.804355011713770707e-19
2.549875056669625792e+03,1.114471203332734035e-11,1.804355011713770707e-19
2.550452226387003975e+03,1.125091393580131799e-11,1.804355011713770707e-19
2.551029396104381703e+03,1.135807441839943235e-11,1.804355011713770707e-19
2.551606565821760341e+03,1.146620162879897467e-11,1.804355011713770707e-19
2.552183735539138070e+03,1.157530377940930516e-11,1.804355011713770707e-19
2.552760905256516708e+03,1.168538914784857397e-11,1.804355011713770707e-19
2.553338074973894436e+03,1.179646607742127425e-11,1.804355011713770707e-19
2.553915244691272619e+03,1.190854297760264197e-11,1.804355011713770707e-19
2.554492414408650802e+03,1.202162832452299445e-11,1.804355011713770707e-19
2.555069584126028985e+03,1.213573066145668130e-11,1.804355011713770707e-19
2.555646753843407168e+03,1.225085859931496295e-11,1.804355011713770707e-19
2.556223923560785352e+03,1.236702081714062098e-11,1.804355011713770707e-19
2.556801093278163535e+03,1.248422606260727313e-11,1.804355011713770707e-19
2.557378262995541718e+03,1.260248315252119404e-11,1.804355011713770707e-19
2.557955432712919901e+03,1.272180097332710873e-11,1.804355011713770707e-19
2.558532602430298084e+03,1.284218848161639008e-11,1.804355011713770707e-19
2.559109772147676267e+03,1.296365470463991242e-11,1.804355011713770707e-19
2.559686941865054450e+03,1.308620874082304737e-11,1.804355011713770707e-19
2.560264111582432633e+03,1.320985976028551298e-11,1.804355011713770707e-19
2.560841281299810817e+03,1.333461700536288037e-11,1.804355011713770707e-19
2.561418451017189000e+03,1.346048979113348132e-11,1.804355011713770707e-19
2.561995620734567183e+03,1.358748750594721582e-11,1.804355011713770707e-19
2.562572790451945366e+03,1.371561961195894457e-11,1.804355011713770707e-19
2.563149960169323094e+03,1.384489564566452469e-11,1.804355011713770707e-19
2.563727129886701732e+03,1.397532521844174219e-11,1.804355011713770707e-19
2.564304299604079461e+03,1.410691801709269689e-11,1.804355011713770707e-19
2.564881469321458098e+03,1.423968380439240250e-11,1.804355011713770707e-19
2.565458639038835827e+03,1.437363241963846589e-11,1.804355011713770707e-19
2.566035808756214010e+03,1.450877377920643388e-11,1.804355011713770707e-19
2.566612978473592193e+03,1.464511787710758763e-11,1.804355011713770707e-19
2.567190148190970376e+03,1.478267478555081795e-11,1.804355011713770707e-19
2.567767317908348559e+03,1.492145465550803076e-11,1.804355011713770707e-19
2.568344487625726742e+03,1.506146771728403091e-11,1.804355011713770707e-19
2.568921657343104926e+03,1.520272428108857247e-11,1.804355011713770707e-19
2.569498827060483109e+03,1.534523473761413148e-11,1.804355011713770707e-19
2.570075996777861292e+03,1.548900955861581774e-11,1.804355011713770707e-19
2.570653166495239475e+03,1.563405929749620115e-11,1.804355011713770707e-19
2.571230336212617658e+03,1.578039458989334673e-11,1.804355011713770707e-19
2.571807505929995841e+03,1.592802615427278180e-11,1.804355011713770707e-19
2.572384675647374024e+03,1.607696479252389006e-11,1.804355011713770707e-19
2.572961845364752207e+03,1.622722139055942684e-11,1.804355011713770707e-19
2.573539015082130391e+03,1.637880691891956132e-11,1.804355011713770707e-19
2.574116184799508574e+03,1.653173243337922739e-11,1.804355011713770707e-19
2.574693354516886757e+03,1.668600907556089972e-11,1.804355011713770707e-19
2.575270524234264485e+03,1.684164807354884968e-11,1.804355011713770707e-19
2.575847693951643123e+03,1.699866074251037414e-11,1.804355011713770707e-19
2.576424863669020851e+03,1.715705848531822625e-11,1.804355011713770707e-19
2.577002033386399489e+03,1.731685279317992864e-11,1.804355011713770707e-19
2.577579203103777218e+03,1.747805524626802687e-11,1.804355011713770707e-19
2.578156372821155401e+03,1.764067751435829809e-11,1.804355011713770707e-19
2.578733542538533584e+03,1.780473135746775282e-11,1.804355011713770707e-19
2.579310712255911767e+03,1.797022862650048208e-11,1.804355011713770707e-19
2.579887881973289950e+03,1.813718126389565644e-11,1.804355011713770707e-19
2.580465051690668133e+03,1.830560130428069503e-11,1.804355011713770707e-19
2.581042221408046316e+03,1.847550087512736833e-11,1.804355011713770707e-19
2.581619391125424499e+03,1.864689219741437960e-11,1.804355011713770707e-19
2.582196560842802683e+03,1.881978758629172656e-11,1.804355011713770707e-19
2.582773730560180866e+03,1.899419945175130905e-11,1.804355011713770707e-19
2.583350900277559049e+03,1.917014029930050925e-11,1.804355011713770707e-19
2.583928069994937232e+03,1.934762273064161721e-11,1.804355011713770707e-19
2.584505239712315415e+03,1.952665944435372169e-11,1.804355011713770707e-19
2.585082409429693598e+03,1.970726323658088564e-11,1.804355011713770707e-19
2.585659579147071781e+03,1.988944700172326856e-11,1.804355011713770707e-19
2.586236748864449964e+03,2.007322373313386457e-11,1.804355011713770707e-19
2.586813918581828148e+03,2.025860652381927628e-11,1.804355011713770707e-19
2.587391088299205876e+03,2.044560856714378119e-11,1.804355011713770707e-19
2.587968258016584514e+03,2.063424315754140174e-11,1.804355011713770707e-19
2.588545427733962242e+03,2.082452369122748416e-11,1.804355011713770707e-19
2.589122597451340880e+03,2.101646366691967366e-11,1.804355011713770707e-19
2.589699767168718608e+03,2.121007668656047604e-11,1.804355011713770707e-19
2.590276936886096792e+03,2.140537645604569042e-11,1.804355011713770707e-19
2.590854106603474975e+03,2.160237678595711676e-11,1.804355011713770707e-19
2.591431276320853158e+03,2.180109159230045268e-11,1.804355011713770707e-19
2.592008446038231341e+03,2.200153489724670899e-11,1.804355011713770707e-19
2.592585615755609524e+03,2.220372082988006501e-11,0.000000000000000000e+00
2.593162785472987707e+03,2.240766362694937181e-11,0.000000000000000000e+00
2.593739955190365890e+03,2.261337763362462507e-11,0.000000000000000000e+00
2.594317124907744073e+03,2.282087730425783551e-11,0.000000000000000000e+00
2.594894294625122257e+03,2.303017720315056851e-11,0.000000000000000000e+00
2.595471464342500440e+03,2.324129200532385212e-11,0.000000000000000000e+00
2.596048634059878623e+03,2.345423649729478662e-11,0.000000000000000000e+00
2.596625803777256806e+03,2.366902557785740297e-11,0.000000000000000000e+00
2.597202973494634989e+03,2.388567425886823563e-11,0.000000000000000000e+00
2.597780143212013172e+03,2.410419766603846751e-11,0.000000000000000000e+00
2.598357312929391355e+03,2.432461103972803954e-11,0.000000000000000000e+00
2.598934482646769538e+03,2.454692973574809017e-11,0.000000000000000000e+00
2.599511652364147267e+03,2.477116922616688135e-11,0.000000000000000000e+00
2.600088822081525905e+03,2.499734510012069719e-11,0.000000000000000000e+00
2.600665991798903633e+03,2.522547306462927932e-11,0.000000000000000000e+00
2.601243161516282271e+03,2.545556894541946287e-11,0.000000000000000000e+00
2.601820331233659999e+03,2.568764868774907745e-11,0.000000000000000000e+00
2.602397500951038182e+03,2.592172835724221861e-11,0.000000000000000000e+00
2.602974670668416366e+03,2.615782414072342397e-11,0.000000000000000000e+00
2.603551840385794549e+03,2.639595234706105492e-11,0.000000000000000000e+00
2.604129010103172732e+03,2.663612940801605825e-11,0.000000000000000000e+00
2.604706179820550915e+03,2.687837187909375863e-11,0.000000000000000000e+00
2.605283349537929098e+03,2.712269644040250760e-11,0.000000000000000000e+00
2.605860519255307281e+03,2.736911989751854939e-11,0.000000000000000000e+00
2.606437688972685464e+03,2.761765918235408882e-11,0.000000000000000000e+00
2.607014858690063647e+03,2.786833135403239990e-11,0.000000000000000000e+00
2.607592028407441830e+03,2.812115359976855346e-11,0.000000000000000000e+00
2.608169198124820014e+03,2.837614323575478799e-11,0.000000000000000000e+00
2.608746367842198197e+03,2.863331770805137996e-11,0.000000000000000000e+00
2.609323537559576380e+03,2.889269459348434797e-11,0.000000000000000000e+00
2.609900707276954563e+03,2.915429160054759344e-11,0.000000000000000000e+00
2.610477876994332746e+03,2.941812657031092841e-11,0.000000000000000000e+00
2.611055046711710929e+03,2.968421747733381928e-11,0.000000000000000000e+00
2.611632216429088658e+03,2.995258243058532158e-11,0.000000000000000000e+00
2.612209386146467295e+03,3.022323967436951084e-11,0.000000000000000000e+00
2.612786555863845024e+03,3.049620758925510438e-11,0.000000000000000000e+00
2.613363725581223662e+03,3.077150469301433713e-11,0.000000000000000000e+00
2.613940895298601390e+03,3.104914964156344017e-11,0.000000000000000000e+00
2.614518065015979573e+03,3.132916122991374331e-11,0.000000000000000000e+00
2.615095234733357756e+03,3.161155839312355320e-11,0.000000000000000000e+00
2.615672404450735939e+03,3.189636020726012559e-11,0.000000000000000000e+00
2.616249574168114123e+03,3.218358589036537933e-11,0.000000000000000000e+00
2.616826743885492306e+03,3.247325480342853150e-11,0.000000000000000000e+00
2.617403913602870489e+03,3.276538645136368920e-11,0.000000000000000000e+00
2.617981083320248672e+03,3.306000048399544816e-11,0.000000000000000000e+00
2.618558253037626855e+03,3.335711669704856914e-11,0.000000000000000000e+00
2.619135422755005038e+03,3.365675503314411014e-11,0.000000000000000000e+00
2.619712592472383221e+03,3.395893558280419883e-11,0.000000000000000000e+00
2.620289762189761404e+03,3.426367858545859505e-11,0.000000000000000000e+00
2.620866931907139588e+03,3.457100443046135391e-11,0.000000000000000000e+00
2.621444101624517771e+03,3.488093365811186398e-11,0.000000000000000000e+00
2.622021271341895954e+03,3.519348696068281948e-11,0.000000000000000000e+00
2.622598441059274137e+03,3.550868518345362740e-11,0.000000000000000000e+00
2.623175610776652320e+03,3.582654932575251935e-11,0.000000000000000000e+00
2.623752780494030048e+03,3.614710054200111910e-11,0.000000000000000000e+00
2.624329950211408686e+03,3.647036014276952439e-11,0.000000000000000000e+00
2.624907119928786415e+03,3.679634959583514338e-11,0.000000000000000000e+00
2.625484289646165053e+03,3.712509052724976404e-11,0.000000000000000000e+00
2.626061459363542781e+03,3.745660472241062384e-11,0.000000000000000000e+00
2.626638629080920964e+03,3.779091412714293066e-11,0.000000000000000000e+00
2.627215798798299147e+03,3.812804084878204123e-11,0.000000000000000000e+00
2.627792968515677330e+03,3.846800715726926217e-11,0.000000000000000000e+00
2.628370138233055513e+03,3.881083548624900168e-11,0.000000000000000000e+00
2.628947307950433697e+03,3.915654843417599602e-11,0.000000000000000000e+00
2.629524477667811880e+03,3.950516876542772527e-11,0.000000000000000000e+00
2.630101647385190063e+03,3.985671941142362103e-11,0.000000000000000000e+00
2.630678817102568246e+03,4.021122347175250060e-11,0.000000000000000000e+00
2.631255986819946429e+03,4.056870421530453790e-11,0.000000000000000000e+00
2.631833156537324612e+03,4.092918508141206176e-11,0.000000000000000000e+00
2.632410326254702795e+03,4.129268968099686197e-11,0.000000000000000000e+00
2.632987495972080978e+03,4.165924179772392524e-11,0.000000000000000000e+00
2.633564665689459162e+03,4.202886538916174343e-11,0.000000000000000000e+00
2.634141835406837345e+03,4.240158458795266427e-11,0.000000000000000000e+00
2.634719005124215528e+03,4.277742370298543924e-11,0.000000000000000000e+00
2.635296174841593711e+03,4.315640722057881565e-11,0.000000000000000000e+00
2.635873344558971439e+03,4.353855980567124854e-11,0.000000000000000000e+00
2.636450514276350077e+03,4.392390630301845140e-11,0.000000000000000000e+00
2.637027683993727806e+03,4.431247173839318936e-11,0.000000000000000000e+00
2.637604853711106443e+03,4.470428131980294072e-11,0.000000000000000000e+00
2.638182023428484172e+03,4.509936043870191044e-11,0.000000000000000000e+00
2.638759193145862355e+03,4.549773467122181026e-11,0.000000000000000000e+00
2.639336362863240538e+03,4.589942977940175349e-11,0.000000000000000000e+00
2.639913532580618721e+03,4.630447171243121666e-11,0.000000000000000000e+00
2.640490702297996904e+03,4.671288660789748604e-11,0.000000000000000000e+00
2.641067872015375087e+03,4.712470079304007707e-11,0.000000000000000000e+00
2.641645041732753270e+03,4.753994078601584243e-11,0.000000000000000000e+00
2.642222211450131454e+03,4.795863329716920485e-11,0.000000000000000000e+00
2.642799381167509637e+03,4.838080523030895562e-11,0.000000000000000000e+00
2.643376550884887820e+03,4.880648368399664652e-11,0.000000000000000000e+00
2.643953720602266003e+03,4.923569595284053298e-11,0.000000000000000000e+00
2.644530890319644186e+03,4.966846952879350444e-11,0.000000000000000000e+00
2.645108060037022369e+03,5.010483210246676999e-11,0.000000000000000000e+00
2.645685229754400552e+03,5.054481156444462314e-11,0.000000000000000000e+00
2.646262399471778735e+03,5.098843600661045112e-11,0.000000000000000000e+00
2.646839569189156919e+03,5.143573372347858616e-11,0.000000000000000000e+00
2.647416738906535102e+03,5.188673321353656113e-11,0.000000000000000000e+00
2.647993908623912830e+03,5.234146318059332989e-11,0.000000000000000000e+00
2.648571078341291468e+03,5.279995253513694861e-11,0.000000000000000000e+00
2.649148248058669196e+03,5.326223039569727177e-11,0.000000000000000000e+00
2.649725417776047834e+03,5.372832609022267154e-11,0.000000000000000000e+00
2.650302587493425563e+03,5.419826915745745505e-11,0.000000000000000000e+00
2.650879757210804200e+03,5.467208934833604498e-11,0.000000000000000000e+00
2.651456926928181929e+03,5.514981662737571264e-11,0.000000000000000000e+00
2.652034096645560112e+03,5.563148117408602260e-11,0.000000000000000000e+00
2.652611266362938295e+03,5.611711338438267829e-11,0.000000000000000000e+00
2.653188436080316478e+03,5.660674387200957467e-11,0.000000000000000000e+00
2.653765605797694661e+03,5.710040346996973669e-11,0.000000000000000000e+00
2.654342775515072844e+03,5.759812323196665566e-11,0.000000000000000000e+00
2.654919945232451028e+03,5.809993443384977448e-11,0.000000000000000000e+00
2.655497114949829211e+03,5.860586857507516575e-11,0.000000000000000000e+00
2.656074284667207394e+03,5.911595738016632632e-11,0.000000000000000000e+00
2.656651454384585577e+03,5.963023280019128275e-11,0.000000000000000000e+00
2.657228624101963760e+03,6.014872701424516390e-11,0.000000000000000000e+00
2.657805793819341943e+03,6.067147243093877063e-11,0.000000000000000000e+00
2.658382963536720126e+03,6.119850168990251939e-11,0.000000000000000000e+00
2.658960133254098309e+03,6.172984766329286737e-11,0.000000000000000000e+00
2.659537302971476493e+03,6.226554345731123581e-11,0.000000000000000000e+00
2.660114472688854676e+03,6.280562241372996436e-11,0.000000000000000000e+00
2.660691642406232859e+03,6.335011811142883785e-11,0.000000000000000000e+00
2.661268812123610587e+03,6.389906436793907063e-11,0.000000000000000000e+00
2.661845981840989225e+03,6.445249524100002164e-11,0.000000000000000000e+00
2.662423151558366953e+03,6.501044503011562527e-11,0.000000000000000000e+00
2.663000321275745591e+03,6.557294827813373762e-11,0.000000000000000000e+00
2.663577490993123320e+03,6.614003977282156658e-11,0.000000000000000000e+00
2.664154660710501503e+03,6.671175454846041146e-11,0.000000000000000000e+00
2.664731830427879686e+03,6.728812788744263854e-11,0.000000000000000000e+00
2.665309000145257869e+03,6.786919532188149089e-11,0.000000000000000000e+00
2.665886169862636052e+03,6.845499263523013927e-11,0.000000000000000000e+00
2.666463339580014235e+03,6.904555586390895326e-11,0.000000000000000000e+00
2.667040509297392418e+03,6.964092129894247870e-11,0.000000000000000000e+00
2.667617679014770601e+03,7.024112548760718151e-11,0.000000000000000000e+00
2.668194848732148785e+03,7.084620523508746329e-11,0.000000000000000000e+00
2.668772018449526968e+03,7.145619760614164180e-11,0.000000000000000000e+00
2.669349188166905151e+03,7.207113992677799985e-11,0.000000000000000000e+00
2.669926357884283334e+03,7.269106978593888627e-11,0.000000000000000000e+00
2.670503527601661517e+03,7.331602503719803881e-11,0.000000000000000000e+00
2.671080697319039700e+03,7.394604380046418847e-11,0.000000000000000000e+00
2.671657867036417883e+03,7.458116446369581781e-11,0.000000000000000000e+00
2.672235036753796066e+03,7.522142568462711211e-11,0.000000000000000000e+00
2.672812206471174250e+03,7.586686639250077347e-11,0.000000000000000000e+00
2.673389376188551978e+03,7.651752578981527187e-11,0.000000000000000000e+00
2.673966545905930616e+03,7.717344335407845510e-11,0.000000000000000000e+00
2.674543715623308344e+03,7.783465883957060675e-11,0.000000000000000000e+00
2.675120885340686982e+03,7.850121227912300077e-11,0.000000000000000000e+00
2.675698055058064710e+03,7.917314398589941593e-11,0.000000000000000000e+00
2.676275224775442894e+03,7.985049455519761883e-11,0.000000000000000000e+00
2.676852394492821077e+03,8.053330486624734441e-11,0.000000000000000000e+00
2.677429564210199260e+03,8.122161608403398355e-11,0.000000000000000000e+00
2.678006733927577443e+03,8.191546966111839343e-11,0.000000000000000000e+00
2.678583903644955626e+03,8.261490733948185921e-11,0.000000000000000000e+00
2.679161073362333809e+03,8.331997115236564033e-11,0.000000000000000000e+00
2.679738243079711992e+03,8.403070342613610768e-11,0.000000000000000000e+00
2.680315412797090175e+03,8.474714678214803258e-11,0.000000000000000000e+00
2.680892582514468359e+03,8.546934413862989940e-11,0.000000000000000000e+00
2.681469752231846542e+03,8.619733871256800329e-11,0.000000000000000000e+00
2.682046921949224725e+03,8.693117402161210626e-11,0.000000000000000000e+00
2.682624091666602908e+03,8.767089388598622441e-11,0.000000000000000000e+00
2.683201261383981091e+03,8.841654243041096986e-11,0.000000000000000000e+00
2.683778431101359274e+03,8.916816408603708537e-11,0.000000000000000000e+00
2.684355600818737457e+03,8.992580359239053375e-11,0.000000000000000000e+00
2.684932770536115640e+03,9.068950599932907724e-11,0.000000000000000000e+00
2.685509940253493369e+03,9.145931666900751650e-11,0.000000000000000000e+00
2.686087109970872007e+03,9.223528127786022282e-11,0.000000000000000000e+00
2.686664279688249735e+03,9.301744581858317917e-11,0.000000000000000000e+00
2.687241449405628373e+03,9.380585660214166387e-11,0.000000000000000000e+00
2.687818619123006101e+03,9.460056025977546567e-11,0.000000000000000000e+00
2.688395788840384284e+03,9.540160374503027129e-11,0.000000000000000000e+00
2.688972958557762468e+03,9.620903433578624831e-11,0.000000000000000000e+00
2.689550128275140651e+03,9.702289963630589884e-11,0.000000000000000000e+00
2.690127297992518834e+03,9.784324757929266646e-11,0.000000000000000000e+00
2.690704467709897017e+03,9.867012642795943059e-11,0.000000000000000000e+00
2.691281637427275200e+03,9.950358477811229080e-11,0.000000000000000000e+00
2.691858807144653383e+03,1.003436715602387972e-10,0.000000000000000000e+00
2.692435976862031566e+03,1.011904360416162398e-10,0.000000000000000000e+00
2.693013146579409749e+03,1.020439278284258191e-10,0.000000000000000000e+00
2.693590316296787933e+03,1.029041968678860221e-10,0.000000000000000000e+00
2.694167486014166116e+03,1.037712934503854946e-10,0.000000000000000000e+00
2.694744655731544299e+03,1.046452682116403673e-10,0.000000000000000000e+00
2.695321825448922482e+03,1.055261721348562731e-10,0.000000000000000000e+00
2.695898995166300665e+03,1.064140565529088726e-10,0.000000000000000000e+00
2.696476164883678848e+03,1.073089731505269002e-10,0.000000000000000000e+00
2.697053334601057031e+03,1.082109739664969238e-10,0.000000000000000000e+00
2.697630504318434760e+03,1.091201113958772026e-10,0.000000000000000000e+00
2.698207674035813397e+03,1.100364381922217567e-10,0.000000000000000000e+00
2.698784843753191126e+03,1.109600074698158871e-10,0.000000000000000000e+00
2.699362013470569764e+03,1.118908727059328792e-10,0.000000000000000000e+00
2.699939183187947492e+03,1.128290877430918574e-10,0.000000000000000000e+00
2.700516352905325675e+03,1.137747067913369776e-10,0.000000000000000000e+00
2.701093522622703858e+03,1.147277844305244136e-10,0.000000000000000000e+00
2.701670692340082041e+03,1.156883756126223199e-10,0.000000000000000000e+00
2.702247862057460225e+03,1.166565356640262265e-10,0.000000000000000000e+00
2.702825031774838408e+03,1.176323202878870098e-10,0.000000000000000000e+00
2.703402201492216591e+03,1.186157855664471214e-10,0.000000000000000000e+00
2.703979371209594774e+03,1.196069879633969807e-10,0.000000000000000000e+00
2.704556540926972957e+03,1.206059843262382428e-10,0.000000000000000000e+00
2.705133710644351140e+03,1.216128318886646824e-10,0.000000000000000000e+00
2.705710880361729323e+03,1.226275882729520999e-10,0.000000000000000000e+00
2.706288050079107506e+03,1.236503114923628834e-10,0.000000000000000000e+00
2.706865219796485690e+03,1.246810599535684336e-10,0.000000000000000000e+00
2.707442389513863873e+03,1.257198924590790318e-10,0.000000000000000000e+00
2.708019559231242056e+03,1.267668682096853936e-10,0.000000000000000000e+00
2.708596728948620239e+03,1.278220468069245971e-10,0.000000000000000000e+00
2.709173898665998422e+03,1.288854882555455725e-10,0.000000000000000000e+00
2.709751068383376150e+03,1.299572529659982437e-10,0.000000000000000000e+00
2.710328238100754788e+03,1.310374017569371712e-10,0.000000000000000000e+00
2.710905407818132517e+03,1.321259958577239289e-10,0.000000000000000000e+00
2.711482577535511155e+03,1.332230969109657208e-10,0.000000000000000000e+00
2.712059747252888883e+03,1.343287669750484155e-10,0.000000000000000000e+00
2.712636916970267066e+03,1.354430685266967990e-10,0.000000000000000000e+00
2.713214086687645249e+03,1.365660644635392482e-10,0.000000000000000000e+00
2.713791256405023432e+03,1.376978181066944542e-10,0.000000000000000000e+00
2.714368426122401615e+03,1.388383932033644007e-10,0.000000000000000000e+00
2.714945595839779799e+03,1.399878539294504778e-10,0.000000000000000000e+00
2.715522765557157982e+03,1.411462648921743779e-10,0.000000000000000000e+00
2.716099935274536165e+03,1.423136911327215063e-10,0.000000000000000000e+00
2.716677104991914348e+03,1.434901981288939826e-10,0.000000000000000000e+00
2.717254274709292531e+03,1.446758517977762553e-10,0.000000000000000000e+00
2.717831444426670714e+03,1.458707184984273429e-10,0.000000000000000000e+00
2.718408614144048897e+03,1.470748650345678258e-10,0.000000000000000000e+00
2.718985783861427080e+03,1.482883586572980143e-10,0.000000000000000000e+00
2.719562953578805264e+03,1.495112670678276700e-10,0.000000000000000000e+00
2.720140123296183447e+03,1.507436584202103551e-10,0.000000000000000000e+00
