terminal_level,known_density,fitted_density
1.944424023139933979e+03,2.066164007058260536e-17,3.642762591860887477e-19
1.945001192857312162e+03,2.100452649679193649e-17,3.642762591860887477e-19
1.945578362574690345e+03,2.135290495429416229e-17,3.642762591860887477e-19
1.946155532292068528e+03,2.170686015766761452e-17,3.642762591860887477e-19
1.946732702009446712e+03,2.206647807672156133e-17,3.642762591860887477e-19
1.947309871726824895e+03,2.243184595430709348e-17,3.642762591860887477e-19
1.947887041444203078e+03,2.280305232437395004e-17,3.642762591860887477e-19
1.948464211161581034e+03,2.318018703026674819e-17,3.642762591860887477e-19
1.949041380878959217e+03,2.356334124327267154e-17,3.642762591860887477e-19
1.949618550596337400e+03,2.395260748141782839e-17,3.642762591860887477e-19
1.950195720313715583e+03,2.434807962851821488e-17,3.642762591860887477e-19
1.950772890031093766e+03,2.474985295348743383e-17,3.642762591860887477e-19
1.951350059748471949e+03,2.515802412990508595e-17,3.642762591860887477e-19
1.951927229465850132e+03,2.557269125584955878e-17,3.642762591860887477e-19
1.952504399183228315e+03,2.599395387399561724e-17,3.642762591860887477e-19
1.953081568900606499e+03,2.642191299198766399e-17,3.642762591860887477e-19
1.953658738617984682e+03,2.685667110308051002e-17,3.642762591860887477e-19
1.954235908335362637e+03,2.729833220706184857e-17,3.642762591860887477e-19
1.954813078052740821e+03,2.774700183145639567e-17,3.642762591860887477e-19
1.955390247770119004e+03,2.820278705301121947e-17,3.642762591860887477e-19
1.955967417487497187e+03,2.866579651947265224e-17,3.642762591860887477e-19
1.956544587204875370e+03,2.913614047165441539e-17,3.642762591860887477e-19
1.957121756922253553e+03,2.961393076579972455e-17,3.642762591860887477e-19
1.957698926639631736e+03,3.009928089624468713e-17,3.642762591860887477e-19
1.958276096357009919e+03,3.059230601838476731e-17,3.642762591860887477e-19
1.958853266074388102e+03,3.109312297194796384e-17,3.642762591860887477e-19
1.959430435791766286e+03,3.160185030458069109e-17,3.642762591860887477e-19
1.960007605509144469e+03,3.211860829574267167e-17,3.642762591860887477e-19
1.960584775226522652e+03,3.264351898093103061e-17,3.642762591860887477e-19
1.961161944943900608e+03,3.317670617621835614e-17,3.642762591860887477e-19
1.961739114661278791e+03,3.371829550312177393e-17,3.642762591860887477e-19
1.962316284378656974e+03,3.426841441380235066e-17,3.642762591860887477e-19
1.962893454096035157e+03,3.482719221660190204e-17,3.642762591860887477e-19
