terminal_index_level,recovered_density,exact_density
6.375000000000000000e+03,4.066613540566804057e-04,4.066619968812866678e-04
6.380000000000000000e+03,4.054116331022611527e-04,4.054122657315907714e-04
6.385000000000000000e+03,4.041543206496851282e-04,4.041549430958344389e-04
6.390000000000000000e+03,4.028895387692286371e-04,4.028901510544328373e-04
6.395000000000000000e+03,4.016174094198240530e-04,4.016180116013438710e-04
6.400000000000000000e+03,4.003380547459770944e-04,4.003386466288689680e-04
6.405000000000000000e+03,3.990515960199979349e-04,3.990521779126041915e-04
6.410000000000000000e+03,3.977581553678350345e-04,3.977587270965481808e-04
6.415000000000000000e+03,3.964578541081919573e-04,3.964584156783677350e-04
6.420000000000000000e+03,3.951508134669853779e-04,3.951513649948172461e-04
6.425000000000000000e+03,3.938371547814763360e-04,3.938376962073218451e-04
6.430000000000000000e+03,3.925169989157130932e-04,3.925175302877161325e-04
6.435000000000000000e+03,3.911904667337440201e-04,3.911909880041489532e-04
6.440000000000000000e+03,3.898576785800115358e-04,3.898581899071457070e-04
6.445000000000000000e+03,3.885187550402037764e-04,3.885192563158378423e-04
6.450000000000000000e+03,3.871738160041078591e-04,3.871743073043563358e-04
6.455000000000000000e+03,3.858229813615111719e-04,3.858234626883878023e-04
6.460000000000000000e+03,3.844663705753818242e-04,3.844668420119012582e-04
6.465000000000000000e+03,3.831041030808517937e-04,3.831045645340382740e-04
6.470000000000000000e+03,3.817362976078737618e-04,3.817367492161729669e-04
6.475000000000000000e+03,3.803630729699085345e-04,3.803635147091420513e-04
6.480000000000000000e+03,3.789845474422533830e-04,3.789849793406403918e-04
6.485000000000000000e+03,3.776008389940094831e-04,3.776012611027917097e-04
6.490000000000000000e+03,3.762120653159176141e-04,3.762124776398853348e-04
6.495000000000000000e+03,3.748183436718994393e-04,3.748187462362885438e-04
6.500000000000000000e+03,3.734197909268934207e-04,3.734201838045271126e-04
6.505000000000000000e+03,3.720165236581990213e-04,3.720169068735403170e-04
6.510000000000000000e+03,3.706086580441327744e-04,3.706090315771094052e-04
6.515000000000000000e+03,3.691963096877330522e-04,3.691966736424562908e-04
6.520000000000000000e+03,3.677795940157434305e-04,3.677799483790195121e-04
6.525000000000000000e+03,3.663586258146787292e-04,3.663589706674002492e-04
6.530000000000000000e+03,3.649335196390868707e-04,3.649338549484854987e-04
6.535000000000000000e+03,3.635043893383362642e-04,3.635047152127448850e-04
6.540000000000000000e+03,3.620713485576645529e-04,3.620716649896995871e-04
6.545000000000000000e+03,3.606345102371296503e-04,3.606348173375701596e-04
6.550000000000000000e+03,3.591939871219375227e-04,3.591942848330948444e-04
6.555000000000000000e+03,3.577498910943771398e-04,3.577501795615249864e-04
6.560000000000000000e+03,3.563023339810652613e-04,3.563026131067961451e-04
6.565000000000000000e+03,3.548514265694068534e-04,3.548516965418702920e-04
6.570000000000000000e+03,3.533972796004135461e-04,3.533975404192577158e-04
6.575000000000000000e+03,3.519400031191961126e-04,3.519402547617082790e-04
6.580000000000000000e+03,3.504797064564073197e-04,3.504799490530820022e-04
6.585000000000000000e+03,3.490164986921756151e-04,3.490167322293902469e-04
6.590000000000000000e+03,3.475504880715482559e-04,3.475507126700125402e-04
6.595000000000000000e+03,3.460817825612125362e-04,3.460819981890886051e-04
6.600000000000000000e+03,3.446104892742172469e-04,3.446106960270801781e-04
6.605000000000000000e+03,3.431367149153494297e-04,3.431369128425105271e-04
6.610000000000000000e+03,3.416605655955608158e-04,3.416607547038729418e-04
6.615000000000000000e+03,3.401821467020663646e-04,3.401823270817138896e-04
6.620000000000000000e+03,3.387015631581470772e-04,3.387017348408888308e-04
6.625000000000000000e+03,3.372189191447897620e-04,3.372190822329866264e-04
6.630000000000000000e+03,3.357343184254409302e-04,3.357344728889289916e-04
6.635000000000000000e+03,3.342478638820725666e-04,3.342480098117366983e-04
6.640000000000000000e+03,3.327596578770508672e-04,3.327597953694684920e-04
6.645000000000000000e+03,3.312698022531360229e-04,3.312699312883295231e-04
6.650000000000000000e+03,3.297783979901713360e-04,3.297785186459456074e-04
6.655000000000000000e+03,3.282855455020007671e-04,3.282856578648104162e-04
6.660000000000000000e+03,3.267913445715181237e-04,3.267914487058948638e-04
6.665000000000000000e+03,3.252958943692248065e-04,3.252959902624289368e-04
6.670000000000000000e+03,3.237992932305409715e-04,3.237993809538442023e-04
6.675000000000000000e+03,3.223016388228222128e-04,3.223017185198855062e-04
6.680000000000000000e+03,3.208030283587687140e-04,3.208031000148869275e-04
6.685000000000000000e+03,3.193035581510493071e-04,3.193036218022082492e-04
6.690000000000000000e+03,3.178033237978743837e-04,3.178033795488393177e-04
6.695000000000000000e+03,3.163024203128979523e-04,3.163024682201617745e-04
6.700000000000000000e+03,3.148009419860369786e-04,3.148009820748747184e-04
6.705000000000000000e+03,3.132989822906848219e-04,3.132990146600814815e-04
6.710000000000000000e+03,3.117966341156784582e-04,3.117966588065316613e-04
6.715000000000000000e+03,3.102939895426096964e-04,3.102940066240269775e-04
6.720000000000000000e+03,3.087911399942843316e-04,3.087911494969793492e-04
6.725000000000000000e+03,3.072881760305912159e-04,3.072881780801303567e-04
6.730000000000000000e+03,3.057851877010919609e-04,3.057851822944214612e-04
6.735000000000000000e+03,3.042822641089230028e-04,3.042822513230219214e-04
6.740000000000000000e+03,3.027794936613202462e-04,3.027794736075095834e-04
6.745000000000000000e+03,3.012769641624053036e-04,3.012769368442013980e-04
6.750000000000000000e+03,2.997747625441042423e-04,2.997747279806393592e-04
6.755000000000000000e+03,2.982729748383115614e-04,2.982729332122221045e-04
6.760000000000000000e+03,2.967716866315450600e-04,2.967716379789879250e-04
6.765000000000000000e+03,2.952709826752416720e-04,2.952709269625465810e-04
6.770000000000000000e+03,2.937709466630692790e-04,2.937708840831534203e-04
6.775000000000000000e+03,2.922716619917777817e-04,2.922715924969347960e-04
6.780000000000000000e+03,2.907732108704467848e-04,2.907731345932517211e-04
6.785000000000000000e+03,2.892756750163857481e-04,2.892755919922105940e-04
6.790000000000000000e+03,2.877791352097577751e-04,2.877790455423155213e-04
6.795000000000000000e+03,2.862836716461693146e-04,2.862835753182575759e-04
6.800000000000000000e+03,2.847893634541790527e-04,2.847892606188486865e-04
6.805000000000000000e+03,2.832962892612969825e-04,2.832961799650877467e-04
6.810000000000000000e+03,2.818045268413949195e-04,2.818044110983692415e-04
6.815000000000000000e+03,2.803141530590341833e-04,2.803140309788217620e-04
6.820000000000000000e+03,2.788252441385473922e-04,2.788251157837846471e-04
6.825000000000000000e+03,2.773378755155797982e-04,2.773377409064165184e-04
6.830000000000000000e+03,2.758521216422365812e-04,2.758519809544327807e-04
6.835000000000000000e+03,2.743680566087547791e-04,2.743679097489777272e-04
6.840000000000000000e+03,2.728857531321270298e-04,2.728856003236204046e-04
6.845000000000000000e+03,2.714052837159364401e-04,2.714051249234815063e-04
6.850000000000000000e+03,2.699267197132102837e-04,2.699265550044861934e-04
6.855000000000000000e+03,2.684501317439601351e-04,2.684499612327378060e-04
6.860000000000000000e+03,2.669755897137396166e-04,2.669754134840207562e-04
6.865000000000000000e+03,2.655031628043653621e-04,2.655029808434186721e-04
6.870000000000000000e+03,2.640329191862783435e-04,2.640327316050598274e-04
6.875000000000000000e+03,2.625649264268053486e-04,2.625647332719753275e-04
6.880000000000000000e+03,2.610992511746843925e-04,2.610990525560789432e-04
6.885000000000000000e+03,2.596359594384245722e-04,2.596357553782633882e-04
6.890000000000000000e+03,2.581751163079459409e-04,2.581749068686072391e-04
6.895000000000000000e+03,2.567167860380875784e-04,2.567165713667009545e-04
6.900000000000000000e+03,2.552610323919189618e-04,2.552608124220796890e-04
6.905000000000000000e+03,2.538079179077238332e-04,2.538076927947696226e-04
6.910000000000000000e+03,2.523575046598523016e-04,2.523572744559436317e-04
6.915000000000000000e+03,2.509098538226226362e-04,2.509096185886814778e-04
6.920000000000000000e+03,2.494650258280590766e-04,2.494647855888403130e-04
6.925000000000000000e+03,2.480230801617607406e-04,2.480228350660256377e-04
6.930000000000000000e+03,2.465840757897207951e-04,2.465838258446688348e-04
6.935000000000000000e+03,2.451480706665565821e-04,2.451478159652061852e-04
6.940000000000000000e+03,2.437151221530502957e-04,2.437148626853547840e-04
6.945000000000000000e+03,2.422852865336572496e-04,2.422850224814927301e-04
6.950000000000000000e+03,2.408586196752926230e-04,2.408583510501313642e-04
6.955000000000000000e+03,2.394351764891676276e-04,2.394349033094882292e-04
6.960000000000000000e+03,2.380150109911011809e-04,2.380147334011504807e-04
6.965000000000000000e+03,2.365981766633883457e-04,2.365978946918337604e-04
6.970000000000000000e+03,2.351847261393251454e-04,2.351844397752330925e-04
6.975000000000000000e+03,2.337747109434057510e-04,2.337744204739606235e-04
6.980000000000000000e+03,2.323681826418782603e-04,2.323678878415770381e-04
6.985000000000000000e+03,2.309651910565996269e-04,2.309648921647045874e-04
6.990000000000000000e+03,2.295657859027219034e-04,2.295654829652302425e-04
6.995000000000000000e+03,2.281700158840213718e-04,2.281697090025920866e-04
7.000000000000000000e+03,2.267779292171437421e-04,2.267776182761463183e-04
7.005000000000000000e+03,2.253895727733265910e-04,2.253892580276193106e-04
7.010000000000000000e+03,2.240049932707093125e-04,2.240046747436360512e-04
7.015000000000000000e+03,2.226242364763668510e-04,2.226239141583298174e-04
7.020000000000000000e+03,2.212473472619818022e-04,2.212470212560282057e-04
7.025000000000000000e+03,2.198743699007621498e-04,2.198740402740132123e-04
7.030000000000000000e+03,2.185053478772282947e-04,2.185050147053584546e-04
7.035000000000000000e+03,2.171403239707211518e-04,2.171399873018361071e-04
7.040000000000000000e+03,2.157793402368448374e-04,2.157790000768984031e-04
7.045000000000000000e+03,2.144224377986964124e-04,2.144220943087258961e-04
7.050000000000000000e+03,2.130696573664718062e-04,2.130693105433464386e-04
7.055000000000000000e+03,2.117210386714665023e-04,2.117206885978217606e-04
7.060000000000000000e+03,2.103766208372226615e-04,2.103762675634966879e-04
7.065000000000000000e+03,2.090364421985948617e-04,2.090360858093174244e-04
7.070000000000000000e+03,2.077005405244383663e-04,2.077001809852080827e-04
7.075000000000000000e+03,2.063689525119212389e-04,2.063685900255116438e-04
7.080000000000000000e+03,2.050417146076873053e-04,2.050413491524923635e-04
7.085000000000000000e+03,2.037188622794798641e-04,2.037184938798919289e-04
7.090000000000000000e+03,2.024004302527481294e-04,2.024000590165497718e-04
7.095000000000000000e+03,2.010864526312699000e-04,2.010860786700739060e-04
7.100000000000000000e+03,1.997769629713810273e-04,1.997765862505708272e-04
7.105000000000000000e+03,1.984719938412382600e-04,1.984716144744253397e-04
7.110000000000000000e+03,1.971715774239332392e-04,1.971711953681352708e-04
7.115000000000000000e+03,1.958757447983950543e-04,1.958753602721967639e-04
7.120000000000000000e+03,1.945845269043725424e-04,1.945841398450365170e-04
7.125000000000000000e+03,1.932979535960094644e-04,1.932975640669964425e-04
7.130000000000000000e+03,1.920160540872207448e-04,1.920156622443610717e-04
7.135000000000000000e+03,1.907388572532495901e-04,1.907384630134335585e-04
7.140000000000000000e+03,1.894663908280620301e-04,1.894659943446558108e-04
7.145000000000000000e+03,1.881986822579849873e-04,1.881982835467694410e-04
7.150000000000000000e+03,1.869357581589038469e-04,1.869353572710219014e-04
7.155000000000000000e+03,1.856776444832785168e-04,1.856772415154102959e-04
7.160000000000000000e+03,1.844243667057170969e-04,1.844239616289663087e-04
7.165000000000000000e+03,1.831759493915172728e-04,1.831755423160798951e-04
7.170000000000000000e+03,1.819324166374036331e-04,1.819320076408567708e-04
7.175000000000000000e+03,1.806937919184292696e-04,1.806933810315163155e-04
7.180000000000000000e+03,1.794600980276645917e-04,1.794596852848189938e-04
7.185000000000000000e+03,1.782313571504266054e-04,1.782309425705319128e-04
7.190000000000000000e+03,1.770075907204594944e-04,1.770071744359223253e-04
7.195000000000000000e+03,1.757888198049997286e-04,1.757884018102849328e-04
7.200000000000000000e+03,1.745750646083667266e-04,1.745746450094992207e-04
7.205000000000000000e+03,1.733663450147656109e-04,1.733659237406121642e-04
7.210000000000000000e+03,1.721626798599109720e-04,1.721622571064533515e-04
7.215000000000000000e+03,1.709640878217798623e-04,1.709636636102720357e-04
7.220000000000000000e+03,1.697705868870879415e-04,1.697701611604021036e-04
7.225000000000000000e+03,1.685821941610764511e-04,1.685817670749520099e-04
7.230000000000000000e+03,1.673989265355771828e-04,1.673984980865141710e-04
7.235000000000000000e+03,1.662208001415702604e-04,1.662203703469011947e-04
7.240000000000000000e+03,1.650478303306270706e-04,1.650473994318983986e-04
7.245000000000000000e+03,1.638800325888597348e-04,1.638796003460409674e-04
7.250000000000000000e+03,1.627174208528412856e-04,1.627169875274053681e-04
7.255000000000000000e+03,1.615600093235870869e-04,1.615595748524217704e-04
7.260000000000000000e+03,1.604078111304253025e-04,1.604073756407034632e-04
7.265000000000000000e+03,1.592608392263892181e-04,1.592604026598886573e-04
7.270000000000000000e+03,1.581191056366443380e-04,1.581186681305019937e-04
7.275000000000000000e+03,1.569826221868647284e-04,1.569821837308248342e-04
7.280000000000000000e+03,1.558513998954795055e-04,1.558509606017826276e-04
7.285000000000000000e+03,1.547254495164754275e-04,1.547250093518421157e-04
7.290000000000000000e+03,1.536047810754631528e-04,1.536043400619189472e-04
7.295000000000000000e+03,1.524894039810212798e-04,1.524889622902974077e-04
7.300000000000000000e+03,1.513793274932696061e-04,1.513788850775564380e-04
7.305000000000000000e+03,1.502745600372469559e-04,1.502741169515060067e-04
7.310000000000000000e+03,1.491751096900417793e-04,1.491746659321304487e-04
7.315000000000000000e+03,1.480809837818090598e-04,1.480805395365361675e-04
7.320000000000000000e+03,1.469921896890970356e-04,1.469917447839080111e-04
7.325000000000000000e+03,1.459087335219146899e-04,1.459082882004666785e-04
7.330000000000000000e+03,1.448306216500737918e-04,1.448301758244332539e-04
7.335000000000000000e+03,1.437578594552071161e-04,1.437574132109934702e-04
7.340000000000000000e+03,1.426904520730624742e-04,1.426900054372662557e-04
7.345000000000000000e+03,1.416284040409129840e-04,1.416279571072731744e-04
7.350000000000000000e+03,1.405717196269500773e-04,1.405712723569064570e-04
7.355000000000000000e+03,1.395204024405792261e-04,1.395199548588995806e-04
7.360000000000000000e+03,1.384744555669605416e-04,1.384740078277935918e-04
7.365000000000000000e+03,1.374338820123854204e-04,1.374334340249033488e-04
7.370000000000000000e+03,1.363986838599168597e-04,1.363982357632813791e-04
7.375000000000000000e+03,1.353688631694212156e-04,1.353684149126759082e-04
7.380000000000000000e+03,1.343444212074379062e-04,1.343439729044876968e-04
7.385000000000000000e+03,1.333253591245229001e-04,1.333249107367189901e-04
7.390000000000000000e+03,1.323116773289379736e-04,1.323112289789187262e-04
7.395000000000000000e+03,1.313033761686335549e-04,1.313029277771214295e-04
7.400000000000000000e+03,1.303004551332823764e-04,1.303000068587768616e-04
7.405000000000000000e+03,1.293029137612702114e-04,1.293024655376749275e-04
7.410000000000000000e+03,1.283107508231724303e-04,1.283103027188589823e-04
7.415000000000000000e+03,1.273239648112039254e-04,1.273235169035333910e-04
7.420000000000000000e+03,1.263425539415390325e-04,1.263421061939577522e-04
7.425000000000000000e+03,1.253665157924430367e-04,1.253660682983333708e-04
7.430000000000000000e+03,1.243958477960420460e-04,1.243954005356786164e-04
7.435000000000000000e+03,1.234305468231021549e-04,1.234300998406899171e-04
7.440000000000000000e+03,1.224706094126768547e-04,1.224701627685945398e-04
7.445000000000000000e+03,1.215160318231395486e-04,1.215155854999865656e-04
7.450000000000000000e+03,1.205668097491840302e-04,1.205663638456524160e-04
7.455000000000000000e+03,1.196229387579223505e-04,1.196224932513814042e-04
7.460000000000000000e+03,1.186844138643851495e-04,1.186839688027604967e-04
7.465000000000000000e+03,1.177512298562756330e-04,1.177507852299563770e-04
7.470000000000000000e+03,1.168233810225679511e-04,1.168229369124791997e-04
7.475000000000000000e+03,1.159008614759414978e-04,1.159004178839328998e-04
7.480000000000000000e+03,1.149836648489040733e-04,1.149832218367462721e-04
7.485000000000000000e+03,1.140717845860702927e-04,1.140713421268883560e-04
7.490000000000000000e+03,1.131652136031701501e-04,1.131647717785667304e-04
7.495000000000000000e+03,1.122639447185075709e-04,1.122635034889047896e-04
7.500000000000000000e+03,1.113679701635100945e-04,1.113675296326043814e-04
7.505000000000000000e+03,1.104772821278512658e-04,1.104768422665857044e-04
7.510000000000000000e+03,1.095918722630412980e-04,1.095914331346094927e-04
7.515000000000000000e+03,1.087117320698119800e-04,1.087112936718799555e-04
7.520000000000000000e+03,1.078368526591905836e-04,1.078364150096243923e-04
7.525000000000000000e+03,1.069672248104917091e-04,1.069667879796556655e-04
7.530000000000000000e+03,1.061028391731285098e-04,1.061024031189099247e-04
7.535000000000000000e+03,1.052436858606704443e-04,1.052432506739648299e-04
7.540000000000000000e+03,1.043897549634903573e-04,1.043893206055360629e-04
7.545000000000000000e+03,1.035410360337978025e-04,1.035406025929485501e-04
7.550000000000000000e+03,1.026975185843679488e-04,1.026970860385886168e-04
7.555000000000000000e+03,1.018591916941977892e-04,1.018587600723297140e-04
7.560000000000000000e+03,1.010260442335141274e-04,1.010256135559374231e-04
7.565000000000000000e+03,1.001980647941833974e-04,1.001976350874476409e-04
7.570000000000000000e+03,9.937524171290845374e-05,9.937481300552303927e-05
7.575000000000000000e+03,9.855756307818752280e-05,9.855713539378446633e-05
7.580000000000000000e+03,9.774501673727323606e-05,9.774459008511575766e-05
7.585000000000000000e+03,9.693759027297590763e-05,9.693716466594634845e-05
7.590000000000000000e+03,9.613527101990125079e-05,9.613484648050533044e-05
7.595000000000000000e+03,9.533804606677001494e-05,9.533762263505195461e-05
7.600000000000000000e+03,9.454590233296715843e-05,9.454548000208014009e-05
7.605000000000000000e+03,9.375882638992714361e-05,9.375840522449442789e-05
7.610000000000000000e+03,9.297680478124847718e-05,9.297638471976263786e-05
7.615000000000000000e+03,9.219982354252208941e-05,9.219940468403843906e-05
7.620000000000000000e+03,9.142786879052727605e-05,9.142745109626016246e-05
7.625000000000000000e+03,9.066092620594560104e-05,9.066050972221931031e-05
7.630000000000000000e+03,8.989898137435208849e-05,8.989856611860331560e-05
7.635000000000000000e+03,8.914201965863356161e-05,8.914160563701106104e-05
7.640000000000000000e+03,8.839002618970994568e-05,8.838961342793820290e-05
7.645000000000000000e+03,8.764298596164060457e-05,8.764257444473721949e-05
7.650000000000000000e+03,8.690088364837061929e-05,8.690047344754646495e-05
7.655000000000000000e+03,8.616370393544336428e-05,8.616329500719238903e-05
7.660000000000000000e+03,8.543143108854206306e-05,8.543102350906356770e-05
7.665000000000000000e+03,8.470404944757940725e-05,8.470364315695307490e-05
7.670000000000000000e+03,8.398154286533751601e-05,8.398113797687576873e-05
7.675000000000000000e+03,8.326389538945071309e-05,8.326349182085268554e-05
7.680000000000000000e+03,8.255109056418508757e-05,8.255068837066861364e-05
7.685000000000000000e+03,8.184311193844609738e-05,8.184271114159952611e-05
7.690000000000000000e+03,8.113994288484432222e-05,8.113954348610972383e-05
7.695000000000000000e+03,8.044156656722008486e-05,8.044116859752035542e-05
7.700000000000000000e+03,7.974796609374166124e-05,7.974756951364701048e-05
7.705000000000000000e+03,7.905912421534828330e-05,7.905872912040868975e-05
7.710000000000000000e+03,7.837502384071662646e-05,7.837463015540523863e-05
7.715000000000000000e+03,7.769564742154860316e-05,7.769525521146556138e-05
7.720000000000000000e+03,7.702097746753778259e-05,7.702058674016618251e-05
7.725000000000000000e+03,7.635099629352555648e-05,7.635060705531728192e-05
7.730000000000000000e+03,7.568568610068951809e-05,7.568529833642142189e-05
7.735000000000000000e+03,7.502502887679764849e-05,7.502464263209879919e-05
7.740000000000000000e+03,7.436900658642131481e-05,7.436862186348395566e-05
7.745000000000000000e+03,7.371760102479593050e-05,7.371721782759162959e-05
7.750000000000000000e+03,7.307079388741121720e-05,7.307041220065056903e-05
7.755000000000000000e+03,7.242856663083088427e-05,7.242818654140931840e-05
7.760000000000000000e+03,7.179090086935623364e-05,7.179052229440800183e-05
7.765000000000000000e+03,7.115777778814965152e-05,7.115740079322199860e-05
7.770000000000000000e+03,7.052917870459477086e-05,7.052880326367410885e-05
7.775000000000000000e+03,6.990508464379682969e-05,6.990471082701466769e-05
7.780000000000000000e+03,6.928547677700024315e-05,6.928510450307317180e-05
7.785000000000000000e+03,6.867033585790899384e-05,6.866996521337640424e-05
7.790000000000000000e+03,6.805964284783741470e-05,6.805927378423827512e-05
7.795000000000000000e+03,6.745337837290765108e-05,6.745301094981681091e-05
7.800000000000000000e+03,6.685152317754497497e-05,6.685115735514143669e-05
7.805000000000000000e+03,6.625405774289220694e-05,6.625369355910943985e-05
7.810000000000000000e+03,6.566096260692405324e-05,6.566060003745062611e-05
7.815000000000000000e+03,6.507221808492696501e-05,6.507185718566275620e-05
7.820000000000000000e+03,6.448780460121186363e-05,6.448744532191453790e-05
7.825000000000000000e+03,6.390770230520885790e-05,6.390734468991916828e-05
7.830000000000000000e+03,6.333189142173728222e-05,6.333153546177707123e-05
7.835000000000000000e+03,6.276035203063720039e-05,6.275999774078662376e-05
7.840000000000000000e+03,6.219306420594942792e-05,6.219271156422669317e-05
7.845000000000000000e+03,6.163000785469866687e-05,6.162965690610576713e-05
7.850000000000000000e+03,6.107116293726193431e-05,6.107081367988349092e-05
7.855000000000000000e+03,6.051650935254507409e-05,6.051616174115901443e-05
7.860000000000000000e+03,5.996602677792547991e-05,5.996568089033106191e-05
7.865000000000000000e+03,5.941969509607130626e-05,5.941935087522693244e-05
7.870000000000000000e+03,5.887749390317152036e-05,5.887715139370063467e-05
7.875000000000000000e+03,5.833940292183708784e-05,5.833906209620205285e-05
7.880000000000000000e+03,5.780540168794557379e-05,5.780506258831491511e-05
7.885000000000000000e+03,5.727546984407935618e-05,5.727513243326535266e-05
7.890000000000000000e+03,5.674958685536608919e-05,5.674925115440095514e-05
7.895000000000000000e+03,5.622773222868749596e-05,5.622739823763845193e-05
7.900000000000000000e+03,5.570988539437620140e-05,5.570955313388369881e-05
7.905000000000000000e+03,5.519602581640002762e-05,5.519569526142022956e-05
7.910000000000000000e+03,5.468613282882534281e-05,5.468580400826934047e-05
7.915000000000000000e+03,5.418018585850525539e-05,5.417985873452058293e-05
7.920000000000000000e+03,5.367816415019884885e-05,5.367783877463223034e-05
7.925000000000000000e+03,5.318004710988222760e-05,5.317972343970392852e-05
7.930000000000000000e+03,5.268581393592109145e-05,5.268549201971816850e-05
7.935000000000000000e+03,5.219544400645550786e-05,5.219512378575530480e-05
7.940000000000000000e+03,5.170891646185943861e-05,5.170859799217726729e-05
7.945000000000000000e+03,5.122621060836320139e-05,5.122589387878408006e-05
7.950000000000000000e+03,5.074730569536522822e-05,5.074699067294162166e-05
7.955000000000000000e+03,5.027218086323946057e-05,5.027186759167979351e-05
7.960000000000000000e+03,4.980081539154005863e-05,4.980050384376400336e-05
7.965000000000000000e+03,4.933318844963683291e-05,4.933287863173669083e-05
7.970000000000000000e+03,4.886927921501845211e-05,4.886897115393203935e-05
7.975000000000000000e+03,4.840906696375955317e-05,4.840876060646243784e-05
7.980000000000000000e+03,4.795253079911937743e-05,4.795222618517629907e-05
7.985000000000000000e+03,4.749964995773817047e-05,4.749934708758980306e-05
7.990000000000000000e+03,4.705040365421932826e-05,4.705010251478918394e-05
7.995000000000000000e+03,4.660477108808836914e-05,4.660447167330759237e-05
8.000000000000000000e+03,4.616273146003065027e-05,4.616243377697307068e-05
8.005000000000000000e+03,4.572426400320694142e-05,4.572396804873021586e-05
8.010000000000000000e+03,4.528934794149927463e-05,4.528905372243552342e-05
8.015000000000000000e+03,4.485796253126508778e-05,4.485767004462450146e-05
8.020000000000000000e+03,4.443008703466099933e-05,4.442979627625359050e-05
8.025000000000000000e+03,4.400570075095829400e-05,4.400541169441438204e-05
8.030000000000000000e+03,4.358478290171937362e-05,4.358449559402277835e-05
8.035000000000000000e+03,4.316731288132200176e-05,4.316702728948127777e-05
8.040000000000000000e+03,4.275326999483666405e-05,4.275298611631512386e-05
8.045000000000000000e+03,4.234263358444853272e-05,4.234235143278366695e-05
8.050000000000000000e+03,4.193538307469107918e-05,4.193510262146468172e-05
8.055000000000000000e+03,4.153149779847081248e-05,4.153121909081437829e-05
8.060000000000000000e+03,4.113095730210382682e-05,4.113068027670205642e-05
8.065000000000000000e+03,4.073374095329166728e-05,4.073346564391845448e-05
8.070000000000000000e+03,4.033982828559226874e-05,4.033955468766097755e-05
8.075000000000000000e+03,3.994919882792417009e-05,3.994892693499236955e-05
8.080000000000000000e+03,3.956183213936166550e-05,3.956156194627650184e-05
8.085000000000000000e+03,3.917770782653224454e-05,3.917743931658801220e-05
8.090000000000000000e+03,3.879680547402653359e-05,3.879653867709910783e-05
8.095000000000000000e+03,3.841910481257433620e-05,3.841883969644198740e-05
8.100000000000000000e+03,3.804458550331537024e-05,3.804432208204652283e-05
8.105000000000000000e+03,3.767322732801215790e-05,3.767296558145570156e-05
8.110000000000000000e+03,3.730501004175102998e-05,3.730474998361606420e-05
8.115000000000000000e+03,3.693991350748292835e-05,3.693965512014601787e-05
8.120000000000000000e+03,3.657791757888013170e-05,3.657766086658056800e-05
8.125000000000000000e+03,3.621900218036481611e-05,3.621874714359250949e-05
8.130000000000000000e+03,3.586314729203123156e-05,3.586289391819223868e-05
8.135000000000000000e+03,3.551033293340799909e-05,3.551008120490323856e-05
8.140000000000000000e+03,3.516053911010572801e-05,3.516028906691650343e-05
8.145000000000000000e+03,3.481374602258725256e-05,3.481349761722262208e-05
8.150000000000000000e+03,3.446993378026838432e-05,3.446968701972072689e-05
8.155000000000000000e+03,3.412908259463036539e-05,3.412883749030714805e-05
8.160000000000000000e+03,3.379117277979983518e-05,3.379092929794101483e-05
8.165000000000000000e+03,3.345618458785225920e-05,3.345594276568981956e-05
8.170000000000000000e+03,3.312409848311284247e-05,3.312385827175200995e-05
8.175000000000000000e+03,3.279489483885978095e-05,3.279465625046009298e-05
8.180000000000000000e+03,3.246855414667439724e-05,3.246831719326220378e-05
8.185000000000000000e+03,3.214505699034486181e-05,3.214482164968231572e-05
8.190000000000000000e+03,3.182438396293804222e-05,3.182415022826141600e-05
8.195000000000000000e+03,3.150651572537111308e-05,3.150628359747686844e-05
8.200000000000000000e+03,3.119143301163083759e-05,3.119120248664240965e-05
8.205000000000000000e+03,3.087911661311579757e-05,3.087888768678854161e-05
8.210000000000000000e+03,3.056954739429414988e-05,3.056932005152200577e-05
8.215000000000000000e+03,3.026270625326926212e-05,3.026248049786711718e-05
8.220000000000000000e+03,2.995857418093127601e-05,2.995835000708636325e-05
8.225000000000000000e+03,2.965713223022147329e-05,2.965690962548319783e-05
8.230000000000000000e+03,2.935836149467536252e-05,2.935814046518446928e-05
8.235000000000000000e+03,2.906224317569306670e-05,2.906202370490502693e-05
8.240000000000000000e+03,2.876875850425049389e-05,2.876854059069361834e-05
8.245000000000000000e+03,2.847788880005090387e-05,2.847767243665958928e-05
8.250000000000000000e+03,2.818961544426879063e-05,2.818940062568262627e-05
8.255000000000000000e+03,2.790391987839004352e-05,2.790370661010311887e-05
8.260000000000000000e+03,2.762078366162377943e-05,2.762057191239574401e-05
8.265000000000000000e+03,2.734018833404184239e-05,2.733997812582484251e-05
8.270000000000000000e+03,2.706211561143101148e-05,2.706190691508228907e-05
8.275000000000000000e+03,2.678654719276048077e-05,2.678634001690851989e-05
8.280000000000000000e+03,2.651346490632099234e-05,2.651325924069587088e-05
8.285000000000000000e+03,2.624285063665527824e-05,2.624264646907531056e-05
8.290000000000000000e+03,2.597468631469945419e-05,2.597448365848703875e-05
8.295000000000000000e+03,2.570895402274804711e-05,2.570875283973290791e-05
8.300000000000000000e+03,2.544563580714072937e-05,2.544543611851460076e-05
8.305000000000000000e+03,2.518471388297309580e-05,2.518451567595378306e-05
8.310000000000000000e+03,2.492617050999438699e-05,2.492597376909761283e-05
