terminal_index_level,recovered_density,exact_density
4.435000000000000000e+03,6.241325879995027464e-05,6.241234359290260864e-05
4.440000000000000000e+03,6.342049219792603816e-05,6.341957469605250311e-05
4.445000000000000000e+03,6.443873571130486139e-05,6.443781596227054912e-05
4.450000000000000000e+03,6.546801546884155733e-05,6.546709373396312516e-05
4.455000000000000000e+03,6.650835652296437040e-05,6.650743278700465785e-05
4.460000000000000000e+03,6.755978184767790309e-05,6.755885631066719653e-05
4.465000000000000000e+03,6.862231304374252034e-05,6.862138588785214155e-05
4.470000000000000000e+03,6.969597015310084211e-05,6.969504147562729731e-05
4.475000000000000000e+03,7.078077147330415447e-05,7.077984138608353474e-05
4.480000000000000000e+03,7.187673363174190483e-05,7.187580226751443739e-05
4.485000000000000000e+03,7.298387151141222026e-05,7.298293908593051892e-05
4.490000000000000000e+03,7.410219854783957653e-05,7.410126510691435436e-05
4.495000000000000000e+03,7.523172609812479384e-05,7.523079187782605770e-05
4.500000000000000000e+03,7.637246403478033414e-05,7.637152921036439144e-05
4.505000000000000000e+03,7.752442059727151407e-05,7.752348516349532573e-05
4.510000000000000000e+03,7.868760187241051311e-05,7.868666602675224847e-05
4.515000000000000000e+03,7.986201227684767208e-05,7.986107630391705572e-05
4.520000000000000000e+03,8.104765477975965334e-05,8.104671869708961673e-05
4.525000000000000000e+03,8.224453012344062246e-05,8.224359409115184806e-05
4.530000000000000000e+03,8.345263730579349250e-05,8.345170153863488039e-05
4.535000000000000000e+03,8.467197365455918874e-05,8.467103824499589120e-05
4.540000000000000000e+03,8.590253441905506225e-05,8.590159955431102713e-05
4.545000000000000000e+03,8.714431302997767577e-05,8.714337893539181562e-05
4.550000000000000000e+03,8.839730124786172622e-05,8.839636796833230312e-05
4.555000000000000000e+03,8.966148868058886826e-05,8.966055633149068720e-05
4.560000000000000000e+03,9.093686278338756525e-05,9.093593178891551225e-05
4.565000000000000000e+03,9.222340997227452728e-05,9.222248017822048092e-05
4.570000000000000000e+03,9.352111365697501389e-05,9.352018539891308554e-05
4.575000000000000000e+03,9.482995594819951517e-05,9.482902940118544837e-05
4.580000000000000000e+03,9.614991687823483857e-05,9.614899217517140957e-05
4.585000000000000000e+03,9.748097454940296374e-05,9.748005174067442984e-05
4.590000000000000000e+03,9.882310468868446454e-05,9.882218413737433108e-05
4.595000000000000000e+03,1.001762816498157722e-04,1.001753634155158970e-04
4.600000000000000000e+03,1.015404774111919257e-04,1.015395616270856088e-04
4.605000000000000000e+03,1.029156619098990156e-04,1.029147488174798496e-04
4.610000000000000000e+03,1.043018032644023980e-04,1.043008930176717334e-04
4.615000000000000000e+03,1.056988674776290532e-04,1.056979602368776703e-04
4.620000000000000000e+03,1.071068185483117199e-04,1.071059144557312564e-04
4.625000000000000000e+03,1.085256183967593999e-04,1.085247176199667120e-04
4.630000000000000000e+03,1.099552268648574800e-04,1.099543296346156354e-04
4.635000000000000000e+03,1.113956019016411450e-04,1.113947083587233061e-04
4.640000000000000000e+03,1.128466993406072850e-04,1.128458096005829252e-04
4.645000000000000000e+03,1.143084727512555049e-04,1.143075871134979164e-04
4.650000000000000000e+03,1.157808740700381968e-04,1.157799925920693733e-04
4.655000000000000000e+03,1.172638527467224022e-04,1.172629756690159056e-04
4.660000000000000000e+03,1.187573565237984410e-04,1.187564839125255557e-04
4.665000000000000000e+03,1.202613305828418281e-04,1.202604628241451965e-04
4.670000000000000000e+03,1.217757188806426415e-04,1.217748558372067438e-04
4.675000000000000000e+03,1.233004621821260824e-04,1.232996043157949962e-04
4.680000000000000000e+03,1.248355002872349043e-04,1.248346475542579548e-04
4.685000000000000000e+03,1.263807699896204236e-04,1.263799227772612911e-04
4.690000000000000000e+03,1.279362068581486281e-04,1.279353651403881140e-04
4.695000000000000000e+03,1.295017436409676712e-04,1.295009077312880071e-04
4.700000000000000000e+03,1.310773116758667345e-04,1.310764815713713930e-04
4.705000000000000000e+03,1.326628394428024853e-04,1.326620156180558917e-04
4.710000000000000000e+03,1.342582545309784891e-04,1.342574367675622069e-04
4.715000000000000000e+03,1.358634811150453015e-04,1.358626698582596215e-04
4.720000000000000000e+03,1.374784422190973468e-04,1.374776376745638672e-04
4.725000000000000000e+03,1.391030588630348479e-04,1.391022609513862293e-04
4.730000000000000000e+03,1.407372492460402206e-04,1.407364583791322066e-04
4.735000000000000000e+03,1.423809304167398301e-04,1.423801466092528163e-04
4.740000000000000000e+03,1.440340167886158232e-04,1.440332402603454812e-04
4.745000000000000000e+03,1.456964209936443058e-04,1.456956519248048232e-04
4.750000000000000000e+03,1.473680535482629536e-04,1.473672921760220650e-04
4.755000000000000000e+03,1.490488232616328968e-04,1.490480695761334966e-04
4.760000000000000000e+03,1.507386363820003520e-04,1.507378906843131322e-04
4.765000000000000000e+03,1.524373976359085522e-04,1.524366600656123724e-04
4.770000000000000000e+03,1.541450096714768988e-04,1.541442803003425816e-04
4.775000000000000000e+03,1.558613727614836580e-04,1.558606519939984925e-04
4.780000000000000000e+03,1.575863860281509379e-04,1.575856737877225999e-04
4.785000000000000000e+03,1.593199459214419207e-04,1.593192423693043109e-04
4.790000000000000000e+03,1.610619469613550016e-04,1.610612524847158012e-04
4.795000000000000000e+03,1.628122824059883504e-04,1.628115969501792127e-04
4.800000000000000000e+03,1.645708428040665045e-04,1.645701666647628333e-04
4.805000000000000000e+03,1.663375174795285916e-04,1.663368506235034933e-04
4.810000000000000000e+03,1.681121931211694120e-04,1.681115359310526327e-04
4.815000000000000000e+03,1.698947553414573196e-04,1.698941078158401554e-04
4.820000000000000000e+03,1.716850871919456737e-04,1.716844496447552315e-04
4.825000000000000000e+03,1.734830706478612784e-04,1.734824429383399541e-04
4.830000000000000000e+03,1.752885847894837437e-04,1.752879673864888579e-04
4.835000000000000000e+03,1.771015079176838070e-04,1.771009008646543263e-04
4.840000000000000000e+03,1.789217161435642804e-04,1.789211194505515451e-04
4.845000000000000000e+03,1.807490833884603217e-04,1.807484974413561709e-04
4.850000000000000000e+03,1.825834826458392528e-04,1.825829073713952590e-04
4.855000000000000000e+03,1.844247843482536180e-04,1.844242200303224208e-04
4.860000000000000000e+03,1.862728577405851774e-04,1.862723044817729599e-04
4.865000000000000000e+03,1.881275701748656378e-04,1.881270280824950795e-04
4.870000000000000000e+03,1.899887871473912517e-04,1.899882565019518513e-04
4.875000000000000000e+03,1.918563730781317161e-04,1.918558537423844580e-04
4.880000000000000000e+03,1.937301898632565764e-04,1.937296821593374957e-04
4.885000000000000000e+03,1.956100983597235023e-04,1.956096024826357112e-04
4.890000000000000000e+03,1.974959579399018057e-04,1.974954738378073484e-04
4.895000000000000000e+03,1.993876257863930624e-04,1.993871537679491187e-04
4.900000000000000000e+03,2.012849581539310670e-04,2.012844982560241464e-04
4.905000000000000000e+03,2.031878094786289748e-04,2.031873617475892587e-04
4.910000000000000000e+03,2.050960324522085529e-04,2.050955971739431085e-04
4.915000000000000000e+03,2.070094787271797745e-04,2.070090559756888697e-04
4.920000000000000000e+03,2.089279983230054542e-04,2.089275881267045913e-04
4.925000000000000000e+03,2.108514395147570181e-04,2.108510421585156559e-04
4.930000000000000000e+03,2.127796498352118356e-04,2.127792651850580661e-04
4.935000000000000000e+03,2.147124744418058701e-04,2.147121029278312295e-04
4.940000000000000000e+03,2.166497583435162842e-04,2.166493997414277765e-04
4.945000000000000000e+03,2.185913438770611527e-04,2.185909986394359624e-04
4.950000000000000000e+03,2.205370733791586042e-04,2.205367413207048183e-04
4.955000000000000000e+03,2.224867868111854701e-04,2.224864681959678190e-04
4.960000000000000000e+03,2.244403235777978425e-04,2.244400184148113823e-04
4.965000000000000000e+03,2.263975213021458539e-04,2.263972298929868977e-04
4.970000000000000000e+03,2.283582171620031809e-04,2.283579393400535988e-04
4.975000000000000000e+03,2.303222462938344837e-04,2.303219822873456941e-04
4.980000000000000000e+03,2.322894432402690303e-04,2.322891931162558135e-04
4.985000000000000000e+03,2.342596411706920683e-04,2.342594050868269375e-04
4.990000000000000000e+03,2.362326724379649676e-04,2.362324503666403408e-04
4.995000000000000000e+03,2.382083678361315968e-04,2.382081600599981672e-04
5.000000000000000000e+03,2.401865580107768344e-04,2.401863642373852962e-04
5.005000000000000000e+03,2.421670711950295546e-04,2.421668919652059180e-04
5.010000000000000000e+03,2.441497362900834646e-04,2.441495713357847092e-04
5.015000000000000000e+03,2.461343798589054645e-04,2.461342294976225781e-04
5.020000000000000000e+03,2.481208285015773507e-04,2.481206926859006660e-04
5.025000000000000000e+03,2.501089076305101086e-04,2.501087862532222765e-04
5.030000000000000000e+03,2.520984412106410722e-04,2.520983347005829205e-04
5.035000000000000000e+03,2.540892534667107136e-04,2.540891617085604820e-04
5.040000000000000000e+03,2.560811671759855826e-04,2.560810901687179410e-04
5.045000000000000000e+03,2.580740042620943220e-04,2.580739422152038558e-04
5.050000000000000000e+03,2.600675863888622197e-04,2.600675392565492475e-04
5.055000000000000000e+03,2.620617342180177204e-04,2.620617020076451676e-04
5.060000000000000000e+03,2.640562675576508199e-04,2.640562505218953097e-04
5.065000000000000000e+03,2.660510062529662483e-04,2.660510042235322272e-04
5.070000000000000000e+03,2.680457688130393401e-04,2.680457819400901645e-04
5.075000000000000000e+03,2.700403736356010655e-04,2.700404019350212187e-04
5.080000000000000000e+03,2.720346383389737389e-04,2.720346819404503890e-04
5.085000000000000000e+03,2.740283803559060588e-04,2.740284391900563925e-04
5.090000000000000000e+03,2.760214163026231170e-04,2.760214904520698993e-04
5.095000000000000000e+03,2.780135626468912321e-04,2.780136520623799714e-04
5.100000000000000000e+03,2.800046350770676331e-04,2.800047399577404103e-04
5.105000000000000000e+03,2.819944494299687562e-04,2.819945697090621363e-04
5.110000000000000000e+03,2.839828209485753476e-04,2.839829565547885635e-04
5.115000000000000000e+03,2.859695642820330049e-04,2.859697154343390627e-04
5.120000000000000000e+03,2.879544944877491294e-04,2.879546610216145489e-04
5.125000000000000000e+03,2.899374256952632050e-04,2.899376077585526712e-04
5.130000000000000000e+03,2.919181723310326966e-04,2.919183698887283223e-04
5.135000000000000000e+03,2.938965484874824083e-04,2.938967614909811449e-04
5.140000000000000000e+03,2.958723679230049718e-04,2.958725965130710642e-04
5.145000000000000000e+03,2.978454447300252998e-04,2.978456888053461807e-04
5.150000000000000000e+03,2.998155925555917676e-04,2.998158521544128314e-04
5.155000000000000000e+03,3.017826251952116325e-04,3.017829003168045663e-04
5.160000000000000000e+03,3.037463564072774721e-04,3.037466470526331824e-04
5.165000000000000000e+03,3.057066000244112233e-04,3.057069061592185060e-04
5.170000000000000000e+03,3.076631698421201976e-04,3.076634915046850540e-04
5.175000000000000000e+03,3.096158799528292535e-04,3.096162170615171147e-04
5.180000000000000000e+03,3.115645443005044760e-04,3.115648969400611917e-04
5.185000000000000000e+03,3.135089773487179554e-04,3.135093454219721769e-04
5.190000000000000000e+03,3.154489934868122598e-04,3.154493769935863405e-04
5.195000000000000000e+03,3.173844074010475583e-04,3.173848063792188059e-04
5.200000000000000000e+03,3.193150343344048681e-04,3.193154485743740717e-04
5.205000000000000000e+03,3.212406890844884521e-04,3.212411188788604193e-04
5.210000000000000000e+03,3.231611879706058009e-04,3.231616329297994235e-04
5.215000000000000000e+03,3.250763464213113851e-04,3.250768067345246584e-04
5.220000000000000000e+03,3.269859810528302963e-04,3.269864567033547434e-04
5.225000000000000000e+03,3.288899089638787896e-04,3.288903996822402430e-04
5.230000000000000000e+03,3.307879469933702526e-04,3.307884529852690237e-04
5.235000000000000000e+03,3.326799132421182168e-04,3.326804344270257855e-04
5.240000000000000000e+03,3.345656261449683863e-04,3.345661623547953063e-04
5.245000000000000000e+03,3.364449043965695493e-04,3.364454556806041933e-04
5.250000000000000000e+03,3.383175676565529822e-04,3.383181339130866155e-04
5.255000000000000000e+03,3.401834361041558043e-04,3.401840171891748281e-04
5.260000000000000000e+03,3.420423301784180021e-04,3.420429263055984985e-04
5.265000000000000000e+03,3.438940718400828440e-04,3.438946827501900678e-04
5.270000000000000000e+03,3.457384831612374753e-04,3.457391087329871504e-04
5.275000000000000000e+03,3.475753868820339286e-04,3.475760272171209662e-04
5.280000000000000000e+03,3.494046070416391685e-04,3.494052619494891787e-04
5.285000000000000000e+03,3.512259679390227558e-04,3.512266374912012675e-04
5.290000000000000000e+03,3.530392953577429077e-04,3.530399792477903107e-04
5.295000000000000000e+03,3.548444151184724127e-04,3.548451134991838555e-04
5.300000000000000000e+03,3.566411547120460607e-04,3.566418674294283514e-04
5.305000000000000000e+03,3.584293422602485239e-04,3.584300691561558136e-04
5.310000000000000000e+03,3.602088066271587211e-04,3.602095477597911451e-04
5.315000000000000000e+03,3.619793781614439568e-04,3.619801333124899267e-04
5.320000000000000000e+03,3.637408877313773781e-04,3.637416569068002226e-04
5.325000000000000000e+03,3.654931677269352515e-04,3.654939506840428737e-04
5.330000000000000000e+03,3.672360508721261786e-04,3.672368478624050189e-04
5.335000000000000000e+03,3.689693722291853789e-04,3.689701827647348643e-04
5.340000000000000000e+03,3.706929667118892980e-04,3.706937908460395444e-04
5.345000000000000000e+03,3.724066709412910087e-04,3.724075087206738769e-04
5.350000000000000000e+03,3.741103231343757916e-04,3.741111741892165954e-04
5.355000000000000000e+03,3.758037618050470165e-04,3.758046262650272863e-04
5.360000000000000000e+03,3.774868275456313158e-04,3.774877052004805026e-04
5.365000000000000000e+03,3.791593618020939332e-04,3.791602525128666499e-04
5.370000000000000000e+03,3.808212072451854142e-04,3.808221110099599665e-04
5.375000000000000000e+03,3.824722082158179257e-04,3.824731248152450354e-04
5.380000000000000000e+03,3.841122100570011828e-04,3.841131393927955376e-04
5.385000000000000000e+03,3.857410595592182263e-04,3.857420015718054647e-04
5.390000000000000000e+03,3.873586049604259111e-04,3.873595595707594007e-04
5.395000000000000000e+03,3.889646960573987290e-04,3.889656630212463178e-04
5.400000000000000000e+03,3.905591837603524874e-04,3.905601629914053942e-04
5.405000000000000000e+03,3.921419206125500989e-04,3.921429120090028780e-04
5.410000000000000000e+03,3.937127606232856025e-04,3.937137640841336544e-04
5.415000000000000000e+03,3.952715592864413686e-04,3.952725747315461607e-04
5.420000000000000000e+03,3.968181738774054831e-04,3.968192009925811093e-04
5.425000000000000000e+03,3.983524626922209464e-04,3.983535014567271613e-04
5.430000000000000000e+03,3.998742859197806226e-04,3.998753362827841195e-04
5.435000000000000000e+03,4.013835055490407836e-04,4.013845672196320134e-04
5.440000000000000000e+03,4.028799845896122362e-04,4.028810576266027158e-04
5.445000000000000000e+03,4.043635884450043978e-04,4.043646724934515436e-04
5.450000000000000000e+03,4.058341833723651346e-04,4.058352784599215772e-04
5.455000000000000000e+03,4.072916379485114007e-04,4.072927438349031935e-04
5.460000000000000000e+03,4.087358220863899247e-04,4.087369386151819815e-04
5.465000000000000000e+03,4.101666073319942688e-04,4.101677345037731972e-04
5.470000000000000000e+03,4.115838673654141177e-04,4.115850049278399936e-04
5.475000000000000000e+03,4.129874773142123740e-04,4.129886250561942869e-04
5.480000000000000000e+03,4.143773139575568452e-04,4.143784718163739706e-04
5.485000000000000000e+03,4.157532559860225695e-04,4.157544239112994050e-04
5.490000000000000000e+03,4.171151842057230696e-04,4.171163618355026230e-04
5.495000000000000000e+03,4.184629805362132925e-04,4.184641678909299558e-04
5.500000000000000000e+03,4.197965293837333054e-04,4.197977262023147734e-04
5.505000000000000000e+03,4.211157166391117776e-04,4.211169227321196330e-04
5.510000000000000000e+03,4.224204298447817958e-04,4.224216452950443142e-04
5.515000000000000000e+03,4.237105591783207740e-04,4.237117835721011480e-04
5.520000000000000000e+03,4.249859959307475507e-04,4.249872291242541718e-04
5.525000000000000000e+03,4.262466332859307736e-04,4.262478754056215680e-04
5.530000000000000000e+03,4.274923672670145089e-04,4.274936177762406263e-04
5.535000000000000000e+03,4.287230945466502345e-04,4.287243535143931165e-04
5.540000000000000000e+03,4.299387146367646302e-04,4.299399818284923192e-04
5.545000000000000000e+03,4.311391286081018496e-04,4.311404038685290557e-04
5.550000000000000000e+03,4.323242395727155507e-04,4.323255227370776960e-04
5.555000000000000000e+03,4.334939525355089294e-04,4.334952434998604618e-04
5.560000000000000000e+03,4.346481746540388339e-04,4.346494731958714351e-04
5.565000000000000000e+03,4.357868149601544462e-04,4.357881208470576169e-04
5.570000000000000000e+03,4.369097842857686811e-04,4.369110974675596902e-04
5.575000000000000000e+03,4.380169958381353716e-04,4.380183160725115133e-04
5.580000000000000000e+03,4.391083644761133642e-04,4.391096916863976383e-04
5.585000000000000000e+03,4.401838074710171574e-04,4.401851413509709683e-04
5.590000000000000000e+03,4.412432436158646404e-04,4.412445841327305540e-04
5.595000000000000000e+03,4.422865942645882358e-04,4.422879411299576865e-04
5.600000000000000000e+03,4.433137822928237028e-04,4.433151354793161947e-04
5.605000000000000000e+03,4.443247332113509107e-04,4.443260923620125568e-04
5.610000000000000000e+03,4.453193738856368162e-04,4.453207390095202168e-04
5.615000000000000000e+03,4.462976339833085726e-04,4.462990047088669131e-04
5.620000000000000000e+03,4.472594443782217013e-04,4.472608208074889771e-04
5.625000000000000000e+03,4.482047389690802159e-04,4.482061207176505409e-04
5.630000000000000000e+03,4.491334529907176337e-04,4.491348399204323177e-04
5.635000000000000000e+03,4.500455240161943061e-04,4.500469159692889226e-04
5.640000000000000000e+03,4.509408916784367512e-04,4.509422884931785312e-04
5.645000000000000000e+03,4.518194976702378162e-04,4.518208991992653072e-04
5.650000000000000000e+03,4.526812858741583010e-04,4.526826918751964443e-04
5.655000000000000000e+03,4.535262020099368216e-04,4.535276123909566396e-04
5.660000000000000000e+03,4.543541942097682968e-04,4.543556087003017881e-04
5.665000000000000000e+03,4.551652123316814224e-04,4.551666308417736881e-04
5.670000000000000000e+03,4.559592085904889871e-04,4.559606309392984658e-04
5.675000000000000000e+03,4.567361372051980078e-04,4.567375632023716494e-04
5.680000000000000000e+03,4.574959544732391976e-04,4.574973839258301609e-04
5.685000000000000000e+03,4.582386188075815913e-04,4.582400514892169736e-04
5.690000000000000000e+03,4.589640904954870996e-04,4.589655263557390857e-04
5.695000000000000000e+03,4.596723322737882901e-04,4.596737710708217908e-04
5.700000000000000000e+03,4.603633086608238797e-04,4.603647502602627151e-04
5.705000000000000000e+03,4.610369864574869391e-04,4.610384306279886575e-04
5.710000000000000000e+03,4.616933343204063190e-04,4.616947809534166416e-04
5.715000000000000000e+03,4.623323232258797410e-04,4.623337720884249796e-04
5.720000000000000000e+03,4.629539260616126993e-04,4.629553769539354884e-04
5.725000000000000000e+03,4.635581176452755023e-04,4.635595705361109206e-04
5.730000000000000000e+03,4.641448752626664825e-04,4.641463298821709750e-04
5.735000000000000000e+03,4.647141779439752248e-04,4.647156340958308405e-04
5.740000000000000000e+03,4.652660067607004932e-04,4.652674643323637940e-04
5.745000000000000000e+03,4.658003449369939992e-04,4.658018037932946270e-04
5.750000000000000000e+03,4.663171779238899778e-04,4.663186377207250940e-04
5.755000000000000000e+03,4.668164926198963157e-04,4.668179533912959907e-04
5.760000000000000000e+03,4.672982786328945320e-04,4.672997401097900901e-04
5.765000000000000000e+03,4.677625271295841620e-04,4.677639892023785929e-04
5.770000000000000000e+03,4.682092316334485085e-04,4.682106940095170553e-04
5.775000000000000000e+03,4.686383872082313610e-04,4.686398498784924752e-04
5.780000000000000000e+03,4.690499914785912594e-04,4.690514541556277698e-04
5.785000000000000000e+03,4.694440435908899716e-04,4.694455061781460854e-04
5.790000000000000000e+03,4.698205449926011489e-04,4.698220072657009012e-04
5.795000000000000000e+03,4.701794988013602815e-04,4.701809607115737719e-04
5.800000000000000000e+03,4.705209105101442650e-04,4.705223717735464834e-04
5.805000000000000000e+03,4.708447871521903734e-04,4.708462476644512552e-04
5.810000000000000000e+03,4.711511379133888821e-04,4.711525975424019162e-04
5.815000000000000000e+03,4.714399740394966667e-04,4.714414325007126134e-04
5.820000000000000000e+03,4.717113082794158673e-04,4.717127655575082280e-04
5.825000000000000000e+03,4.719651558501771361e-04,4.719666116450288288e-04
5.830000000000000000e+03,4.722015332678257860e-04,4.722029875986362424e-04
5.835000000000000000e+03,4.724204595536498339e-04,4.724219121455245805e-04
5.840000000000000000e+03,4.726219552320832119e-04,4.726234058931411781e-04
5.845000000000000000e+03,4.728060426276230969e-04,4.728074913173214641e-04
5.850000000000000000e+03,4.729727462174196134e-04,4.729741927501434576e-04
5.855000000000000000e+03,4.731220922415719393e-04,4.731235363675056300e-04
5.860000000000000000e+03,4.732541085175539846e-04,4.732555501764345294e-04
5.865000000000000000e+03,4.733688249783782527e-04,4.733702640021255291e-04
5.870000000000000000e+03,4.734662732086615555e-04,4.734677094747222832e-04
5.875000000000000000e+03,4.735464866487564851e-04,4.735479200158398765e-04
5.880000000000000000e+03,4.736095006504228099e-04,4.736109308248362230e-04
5.885000000000000000e+03,4.736553518273206045e-04,4.736567788648374591e-04
5.890000000000000000e+03,4.736840792241230709e-04,4.736855028485208001e-04
5.895000000000000000e+03,4.736957230731744664e-04,4.736971432236619628e-04
5.900000000000000000e+03,4.736903256666851066e-04,4.736917421584504605e-04
5.905000000000000000e+03,4.736679309113550444e-04,4.736693435265787325e-04
5.910000000000000000e+03,4.736285841242436840e-04,4.736299928921091761e-04
5.915000000000000000e+03,4.735723328121776770e-04,4.735737374941260719e-04
5.920000000000000000e+03,4.734992258181137210e-04,4.735006262311753852e-04
5.925000000000000000e+03,4.734093135067111448e-04,4.734107096454984610e-04
5.930000000000000000e+03,4.733026483024957692e-04,4.733040399070654117e-04
5.935000000000000000e+03,4.731792838362214575e-04,4.731806707974118317e-04
5.940000000000000000e+03,4.730392753902465451e-04,4.730406576932849627e-04
5.945000000000000000e+03,4.728826801583369769e-04,4.728840575501042434e-04
5.950000000000000000e+03,4.727095565219292111e-04,4.727109288852416658e-04
5.955000000000000000e+03,4.725199645140642861e-04,4.725213317611258392e-04
5.960000000000000000e+03,4.723139657822731947e-04,4.723153277681767020e-04
5.965000000000000000e+03,4.720916233658883714e-04,4.720929800075747309e-04
5.970000000000000000e+03,4.718530020300760824e-04,4.718543530738693076e-04
5.975000000000000000e+03,4.715981675421000870e-04,4.715995130374336713e-04
5.980000000000000000e+03,4.713271876919753064e-04,4.713285274267687338e-04
5.985000000000000000e+03,4.710401314017156156e-04,4.710414652106629119e-04
5.990000000000000000e+03,4.707370688366775582e-04,4.707383967802117189e-04
5.995000000000000000e+03,4.704180722220837902e-04,4.704193939307031312e-04
6.000000000000000000e+03,4.700832142285337758e-04,4.700845298433733934e-04
6.005000000000000000e+03,4.697325698648534341e-04,4.697338790670384104e-04
6.010000000000000000e+03,4.693662146965893694e-04,4.693675174996053364e-04
6.015000000000000000e+03,4.689842261079087984e-04,4.689855223694700502e-04
6.020000000000000000e+03,4.685866825964203619e-04,4.685879722168052354e-04
6.025000000000000000e+03,4.681736640144194632e-04,4.681749468747435639e-04
6.030000000000000000e+03,4.677452515132163291e-04,4.677465274504620540e-04
6.035000000000000000e+03,4.673015272462184089e-04,4.673027963061711820e-04
6.040000000000000000e+03,4.668425751112241333e-04,4.668438370400147634e-04
6.045000000000000000e+03,4.663684797297691382e-04,4.663697344668846158e-04
6.050000000000000000e+03,4.658793270224036664e-04,4.658805745991562381e-04
6.055000000000000000e+03,4.653752045056104396e-04,4.653764446273479989e-04
6.060000000000000000e+03,4.648562001969208180e-04,4.648574329007116408e-04
6.065000000000000000e+03,4.643224037654705249e-04,4.643236289077556727e-04
6.070000000000000000e+03,4.637739057711484669e-04,4.637751232567092932e-04
6.075000000000000000e+03,4.632107978687273367e-04,4.632120076559299361e-04
6.080000000000000000e+03,4.626331729934373381e-04,4.626343748942587193e-04
6.085000000000000000e+03,4.620411247300161410e-04,4.620423188213305748e-04
6.090000000000000000e+03,4.614347482962483571e-04,4.614359343278407930e-04
6.095000000000000000e+03,4.608141393367380396e-04,4.608153173257754638e-04
6.100000000000000000e+03,4.601793949435626762e-04,4.601805647286081442e-04
6.105000000000000000e+03,4.595306128583071122e-04,4.595317744314679573e-04
6.110000000000000000e+03,4.588678920102270313e-04,4.588690452912847070e-04
6.115000000000000000e+03,4.581913322750031303e-04,4.581924771069129034e-04
6.120000000000000000e+03,4.575010341778235176e-04,4.575021705992426708e-04
6.125000000000000000e+03,4.567970995428909629e-04,4.567982273912976989e-04
6.130000000000000000e+03,4.560796307325717166e-04,4.560807499883283152e-04
6.135000000000000000e+03,4.553487312412305495e-04,4.553498417579021715e-04
6.140000000000000000e+03,4.546045050828381295e-04,4.546056069099956910e-04
6.145000000000000000e+03,4.538470575147077928e-04,4.538481504770938073e-04
6.150000000000000000e+03,4.530764941838574204e-04,4.530775782942979453e-04
6.155000000000000000e+03,4.522929218321888965e-04,4.522939969794499389e-04
6.160000000000000000e+03,4.514964477954391993e-04,4.514975139132741634e-04
6.165000000000000000e+03,4.506871801145249283e-04,4.506882372195414061e-04
6.170000000000000000e+03,4.498652278139023760e-04,4.498662757452603304e-04
6.175000000000000000e+03,4.490307003077324333e-04,4.490317390408985919e-04
6.180000000000000000e+03,4.481837078081419602e-04,4.481847373406379993e-04
6.185000000000000000e+03,4.473243613437816396e-04,4.473253815426691941e-04
6.190000000000000000e+03,4.464527723330065367e-04,4.464537831895259577e-04
6.195000000000000000e+03,4.455690529179084339e-04,4.455700544484671156e-04
6.200000000000000000e+03,4.446733161313321881e-04,4.446743080919059827e-04
6.205000000000000000e+03,4.437656749318932966e-04,4.437666574778944000e-04
6.210000000000000000e+03,4.428462435401072381e-04,4.428472165306611961e-04
6.215000000000000000e+03,4.419151362878337473e-04,4.419160997212122333e-04
6.220000000000000000e+03,4.409724682863412691e-04,4.409734220479932820e-04
6.225000000000000000e+03,4.400183549252586991e-04,4.400192990176190317e-04
6.230000000000000000e+03,4.390529122066076108e-04,4.390538466256736056e-04
6.235000000000000000e+03,4.380762566520153664e-04,4.380771813375829572e-04
6.240000000000000000e+03,4.370885051728139268e-04,4.370894200695651130e-04
6.245000000000000000e+03,4.360897751071543690e-04,4.360906801696607001e-04
6.250000000000000000e+03,4.350801841828920978e-04,4.350810793988447891e-04
6.255000000000000000e+03,4.340598505361445382e-04,4.340607359122267204e-04
6.260000000000000000e+03,4.330288928226347410e-04,4.330297682403380752e-04
6.265000000000000000e+03,4.319874297352007623e-04,4.319882952705132923e-04
6.270000000000000000e+03,4.309355807089745253e-04,4.309364362283656948e-04
6.275000000000000000e+03,4.298734651234160692e-04,4.298743106593600643e-04
6.280000000000000000e+03,4.288012028033620789e-04,4.288020384104885944e-04
6.285000000000000000e+03,4.277189141303695992e-04,4.277197396120472955e-04
6.290000000000000000e+03,4.266267192076353323e-04,4.266275346595223370e-04
6.295000000000000000e+03,4.255247388064210845e-04,4.255255441955812330e-04
6.300000000000000000e+03,4.244130937907751719e-04,4.244138890921792776e-04
6.305000000000000000e+03,4.232919052474340979e-04,4.232926904327787379e-04
6.310000000000000000e+03,4.221612944115933565e-04,4.221620694946831348e-04
6.315000000000000000e+03,4.210213827968087297e-04,4.210221477314937677e-04
6.320000000000000000e+03,4.198722919723080465e-04,4.198730467556845256e-04
6.325000000000000000e+03,4.187141436743353306e-04,4.187148883213021944e-04
6.330000000000000000e+03,4.175470598803801060e-04,4.175477943067934538e-04
6.335000000000000000e+03,4.163711623823584972e-04,4.163718866979576410e-04
6.340000000000000000e+03,4.151865734361204793e-04,4.151872875710329257e-04
6.345000000000000000e+03,4.139934151676145121e-04,4.139941190759121562e-04
6.350000000000000000e+03,4.127918096656742132e-04,4.127925034194966148e-04
6.355000000000000000e+03,4.115818793160511265e-04,4.115825628491825354e-04
6.360000000000000000e+03,4.103637462446936579e-04,4.103644196364890535e-04
6.365000000000000000e+03,4.091375328930252353e-04,4.091381960608264537e-04
6.370000000000000000e+03,4.079033614426664199e-04,4.079040143934042776e-04
