case_id,benchmark,coverage,repetition,method,forward_shift,penalty,validation_rmse,mean_full_density_l1,tail_error_pp,tail_absolute_error_pp
mixture_extended_r03_f+10,mixture,extended,3,forward,0.001,1e-07,1.0514965426694616,0.08278171483308902,-0.05099255528028257,0.05099255528028257
mixture_extended_r03_f+50,mixture,extended,3,forward,0.005,1e-07,10.271257613286025,0.1475533768617205,-0.03301443335977181,0.03301443335977181
mixture_extended_r03_f-10,mixture,extended,3,forward,-0.001,1e-07,0.20771379476025778,0.07193349199647679,-0.05741317000087249,0.05741317000087249
mixture_extended_r03_f-50,mixture,extended,3,forward,-0.005,1e-07,1.7650920420993506,0.10775668198308332,-0.06141592460119118,0.06141592460119118
mixture_extended_r04_f+10,mixture,extended,4,forward,0.001,1e-07,1.0517007312476463,0.08393035643152517,-0.06002891216395998,0.06002891216395998
mixture_extended_r04_f+50,mixture,extended,4,forward,0.005,1e-07,10.271284386376152,0.14702077294902766,-0.0472988824736233,0.0472988824736233
mixture_extended_r04_f-10,mixture,extended,4,forward,-0.001,1e-07,0.20701218833386376,0.07273202859796887,-0.06710872950193655,0.06710872950193655
mixture_extended_r04_f-50,mixture,extended,4,forward,-0.005,1e-07,1.765131239896759,0.1093226785507026,-0.06961879035749327,0.06961879035749327
mixture_extended_r05_f+10,mixture,extended,5,forward,0.001,1e-07,1.0525314873289766,0.08445298307061194,-0.06026670500827273,0.06026670500827273
mixture_extended_r05_f+50,mixture,extended,5,forward,0.005,1e-07,10.271276178840182,0.1475405272701345,-0.060288597966864574,0.060288597966864574
mixture_extended_r05_f-10,mixture,extended,5,forward,-0.001,1e-07,0.21074272376533368,0.07401849158173227,-0.06320857246028579,0.06320857246028579
mixture_extended_r05_f-50,mixture,extended,5,forward,-0.005,1e-07,1.7652637479178586,0.10854314711523835,-0.06082800009855997,0.06082800009855997
mixture_extended_r06_f+10,mixture,extended,6,forward,0.001,1e-07,1.052434476544214,0.08414818876832501,0.007968851890813658,0.007968851890813658
mixture_extended_r06_f+50,mixture,extended,6,forward,0.005,1e-07,10.27129922334239,0.14883985419322682,0.029630080358086265,0.029630080358086265
mixture_extended_r06_f-10,mixture,extended,6,forward,-0.001,1e-07,0.21093753538972296,0.07383415538566089,-0.0014738984538575917,0.0014738984538575917
mixture_extended_r06_f-50,mixture,extended,6,forward,-0.005,1e-07,1.765370260877945,0.10899920729713604,-0.015415174931446285,0.015415174931446285
mixture_extended_r07_f+10,mixture,extended,7,forward,0.001,1e-07,1.0525729656855758,0.08003043427817576,-0.09572438479631372,0.09572438479631372
mixture_extended_r07_f+50,mixture,extended,7,forward,0.005,1e-07,10.27116850888963,0.14609774527505087,-0.09182179433402417,0.09182179433402417
mixture_extended_r07_f-10,mixture,extended,7,forward,-0.001,1e-07,0.21194012751887553,0.0701921031459418,-0.09533144572350626,0.09533144572350626
mixture_extended_r07_f-50,mixture,extended,7,forward,-0.005,1e-07,1.765435285801844,0.10675602459128462,-0.07892731609855548,0.07892731609855548
mixture_extended_r08_f+10,mixture,extended,8,forward,0.001,1e-07,1.0526672454788433,0.07808112277294343,-0.059303549312737444,0.059303549312737444
mixture_extended_r08_f+50,mixture,extended,8,forward,0.005,1e-07,10.271246428983678,0.1421660356701234,-0.04310206745473926,0.04310206745473926
mixture_extended_r08_f-10,mixture,extended,8,forward,-0.001,1e-07,0.21044937189448656,0.07055788719034693,-0.06722745790434301,0.06722745790434301
mixture_extended_r08_f-50,mixture,extended,8,forward,-0.005,1e-07,1.7648748719915084,0.10439685918724148,-0.06553196891477109,0.06553196891477109
mixture_extended_r09_f+10,mixture,extended,9,forward,0.001,1e-07,1.0523690707555484,0.07920380750448569,-0.002978975480069819,0.002978975480069819
mixture_extended_r09_f+50,mixture,extended,9,forward,0.005,1e-07,10.271245514699158,0.14442532434654476,0.019764277486126157,0.019764277486126157
mixture_extended_r09_f-10,mixture,extended,9,forward,-0.001,1e-07,0.21230937793776328,0.06968617315574784,-0.008637267796695984,0.008637267796695984
mixture_extended_r09_f-50,mixture,extended,9,forward,-0.005,1e-07,1.7652904979240358,0.105342666513982,-0.02140584174903492,0.02140584174903492
mixture_extended_r10_f+10,mixture,extended,10,forward,0.001,1e-07,1.0534893749316614,0.08249197782033825,-0.04783548104560862,0.04783548104560862
mixture_extended_r10_f+50,mixture,extended,10,forward,0.005,1e-07,10.271372460245207,0.14729999366268487,-0.03616528250954699,0.03616528250954699
mixture_extended_r10_f-10,mixture,extended,10,forward,-0.001,1e-07,0.21596941057300378,0.0754173548915652,-0.05326968683039817,0.05326968683039817
mixture_extended_r10_f-50,mixture,extended,10,forward,-0.005,1e-07,1.7661277777481401,0.10846174729010397,-0.05271070027543234,0.05271070027543234
mixture_extended_r11_f+10,mixture,extended,11,forward,0.001,1e-07,1.0522598872713582,0.08036474547192607,-0.0699003809712842,0.0699003809712842
mixture_extended_r11_f+50,mixture,extended,11,forward,0.005,1e-07,10.271326951407156,0.1445235812696547,-0.06604716367215255,0.06604716367215255
mixture_extended_r11_f-10,mixture,extended,11,forward,-0.001,1e-07,0.21149956257665506,0.07278991448932114,-0.07639217483752583,0.07639217483752583
mixture_extended_r11_f-50,mixture,extended,11,forward,-0.005,1e-07,1.7652609878358163,0.10710675283575555,-0.06728984309113864,0.06728984309113864
mixture_extended_r12_f+10,mixture,extended,12,forward,0.001,1e-07,1.052622182631123,0.08327591343191412,-0.10105491719903173,0.10105491719903173
mixture_extended_r12_f+50,mixture,extended,12,forward,0.005,1e-07,10.271143490021606,0.14793989080679262,-0.12265615509395832,0.12265615509395832
mixture_extended_r12_f-10,mixture,extended,12,forward,-0.001,1e-07,0.21405561963921713,0.07339428746864013,-0.09174908972116608,0.09174908972116608
mixture_extended_r12_f-50,mixture,extended,12,forward,-0.005,1e-07,1.765630037594222,0.10807746380132432,-0.06991010423582356,0.06991010423582356
mixture_extended_r13_f+10,mixture,extended,13,forward,0.001,1e-07,1.0528105220454205,0.08245620340762763,-0.08368828615914967,0.08368828615914967
mixture_extended_r13_f+50,mixture,extended,13,forward,0.005,1e-07,10.271208199500933,0.14690382921471618,-0.07730434872204768,0.07730434872204768
mixture_extended_r13_f-10,mixture,extended,13,forward,-0.001,1e-07,0.2124044560456197,0.07241508221745194,-0.08556264165131225,0.08556264165131225
mixture_extended_r13_f-50,mixture,extended,13,forward,-0.005,1e-07,1.765248942970282,0.10940932439745159,-0.07183836595514338,0.07183836595514338
mixture_extended_r14_f+10,mixture,extended,14,forward,0.001,1e-07,1.0518976219567213,0.08483132818975231,-0.0900561320762848,0.0900561320762848
mixture_extended_r14_f+50,mixture,extended,14,forward,0.005,1e-07,10.271391586482094,0.14896911807338448,-0.09831278981099513,0.09831278981099513
mixture_extended_r14_f-10,mixture,extended,14,forward,-0.001,1e-07,0.2080545135777822,0.07392935847162456,-0.08981778348532247,0.08981778348532247
mixture_extended_r14_f-50,mixture,extended,14,forward,-0.005,1e-07,1.7652003990828833,0.109358975817503,-0.0732828650692777,0.0732828650692777
mixture_extended_r15_f+10,mixture,extended,15,forward,0.001,1e-07,1.0529767472370037,0.08330124954885396,0.0009283951572743032,0.0009283951572743032
mixture_extended_r15_f+50,mixture,extended,15,forward,0.005,1e-07,10.271308970158035,0.1466791117172775,0.006813033088120743,0.006813033088120743
mixture_extended_r15_f-10,mixture,extended,15,forward,-0.001,1e-07,0.21641971352989753,0.07358238934685882,-0.005544274036472195,0.005544274036472195
mixture_extended_r15_f-50,mixture,extended,15,forward,-0.005,1e-07,1.765990397647855,0.10834607188436926,-0.017736068812046653,0.017736068812046653
mixture_extended_r16_f+10,mixture,extended,16,forward,0.001,1e-07,1.0520685278484494,0.08263690472953378,0.08479932288752157,0.08479932288752157
mixture_extended_r16_f+50,mixture,extended,16,forward,0.005,1e-07,10.271183228509956,0.14742316246310505,0.09725189288676793,0.09725189288676793
mixture_extended_r16_f-10,mixture,extended,16,forward,-0.001,1e-07,0.20835468523224293,0.07252012994586454,0.0813950485343348,0.0813950485343348
mixture_extended_r16_f-50,mixture,extended,16,forward,-0.005,1e-07,1.7648239465339213,0.10806723001522958,0.06763170761202186,0.06763170761202186
mixture_extended_r17_f+10,mixture,extended,17,forward,0.001,1e-07,1.0518373887028416,0.08191205683312142,0.0027688119426142258,0.0027688119426142258
mixture_extended_r17_f+50,mixture,extended,17,forward,0.005,1e-07,10.271280195130313,0.14649668549683892,0.0205923663962361,0.0205923663962361
mixture_extended_r17_f-10,mixture,extended,17,forward,-0.001,1e-07,0.20936907094342613,0.07091438437433276,-0.009664707911741927,0.009664707911741927
mixture_extended_r17_f-50,mixture,extended,17,forward,-0.005,1e-07,1.765281338208202,0.1068402661668375,-0.015987898631836597,0.015987898631836597
mixture_extended_r18_f+10,mixture,extended,18,forward,0.001,1e-07,1.0520592112202551,0.08107641483849436,-0.07117881248829665,0.07117881248829665
mixture_extended_r18_f+50,mixture,extended,18,forward,0.005,1e-07,10.2712444060767,0.14438916336901575,-0.06664951192469765,0.06664951192469765
mixture_extended_r18_f-10,mixture,extended,18,forward,-0.001,1e-07,0.20767798521915526,0.07159270135056672,-0.07575034282157403,0.07575034282157403
mixture_extended_r18_f-50,mixture,extended,18,forward,-0.005,1e-07,1.764965632325913,0.10689596653145125,-0.06170059535600767,0.06170059535600767
mixture_extended_r19_f+10,mixture,extended,19,forward,0.001,1e-07,1.052398243484124,0.08385603780288764,-0.004368162227136145,0.004368162227136145
mixture_extended_r19_f+50,mixture,extended,19,forward,0.005,1e-07,10.271189655107367,0.14961001105461386,0.015446396320003934,0.015446396320003934
mixture_extended_r19_f-10,mixture,extended,19,forward,-0.001,1e-07,0.21342654001941289,0.07371265818028219,-0.012569086640276846,0.012569086640276846
mixture_extended_r19_f-50,mixture,extended,19,forward,-0.005,1e-07,1.7654219950834866,0.10963013869668473,-0.03102754563481091,0.03102754563481091
