horizon_days,left_edge,right_edge,legacy_mass,control_mass,joint_mass
3.000000000000000000e+01,5.040346242499245818e+03,5.135541648669708593e+03,1.139293626501446197e-03,1.139452805052761216e-03,1.096134074657290677e-03
3.000000000000000000e+01,5.135541648669708593e+03,5.230737054840171368e+03,4.313364908733963166e-03,4.313334220986453360e-03,4.252917994441897907e-03
3.000000000000000000e+01,5.230737054840171368e+03,5.325932461010635052e+03,1.036072908462493808e-02,1.036057973269699679e-02,1.030215515453179222e-02
3.000000000000000000e+01,5.325932461010635052e+03,5.421127867181096008e+03,1.995983698245160087e-02,1.995968610695836656e-02,1.992063662699604387e-02
3.000000000000000000e+01,5.421127867181096008e+03,5.516323273351559692e+03,3.347692273962202952e-02,3.347684186776252874e-02,3.346187599531072476e-02
3.000000000000000000e+01,5.516323273351559692e+03,5.611518679522022467e+03,5.043653850516147119e-02,5.043653687766456312e-02,5.043865628934965373e-02
3.000000000000000000e+01,5.611518679522022467e+03,5.706714085692485241e+03,6.924708697493703324e-02,6.924711366101507504e-02,6.925538661037003441e-02
3.000000000000000000e+01,5.706714085692485241e+03,5.801909491862948926e+03,8.737439553394911462e-02,8.737441169271113750e-02,8.738084583284071172e-02
3.000000000000000000e+01,5.801909491862948926e+03,5.897104898033411700e+03,1.017010053672440240e-01,1.017010139724727757e-01,1.017029277652957281e-01
3.000000000000000000e+01,5.897104898033411700e+03,5.992300304203874475e+03,1.093521296124487507e-01,1.093521298863011221e-01,1.093507369812501268e-01
3.000000000000000000e+01,5.992300304203874475e+03,6.087495710374336340e+03,1.089215655925164089e-01,1.089215634915061542e-01,1.089192855193295423e-01
3.000000000000000000e+01,6.087495710374336340e+03,6.182691116544800025e+03,1.008316429847702089e-01,1.008316434397023426e-01,1.008301688507638183e-01
3.000000000000000000e+01,6.182691116544800025e+03,6.277886522715262799e+03,8.681779331547909151e-02,8.681778439660908786e-02,8.681751817507027402e-02
3.000000000000000000e+01,6.277886522715262799e+03,6.373081928885725574e+03,6.958150910395703714e-02,6.958150443742423807e-02,6.958199484287207193e-02
3.000000000000000000e+01,6.373081928885725574e+03,6.468277335056189258e+03,5.199767125457586958e-02,5.199767330455340453e-02,5.199828592742039568e-02
3.000000000000000000e+01,6.468277335056189258e+03,6.563472741226652033e+03,3.637908551799141216e-02,3.637909495762986500e-02,3.637944152251156721e-02
3.000000000000000000e+01,6.563472741226652033e+03,6.658668147397114808e+03,2.401155889888605816e-02,2.401156952090503782e-02,2.401158467580993827e-02
3.000000000000000000e+01,6.658668147397114808e+03,6.753863553567576673e+03,1.508174463529076380e-02,1.508175194183135163e-02,1.508155961688381098e-02
3.000000000000000000e+01,6.753863553567576673e+03,6.849058959738039448e+03,8.976345629449171762e-03,8.976361214892245033e-03,8.976115853889568216e-03
3.000000000000000000e+01,6.849058959738039448e+03,6.944254365908503132e+03,4.978350326395274833e-03,4.978374416619159998e-03,4.978181043282285667e-03
3.000000000000000000e+01,6.944254365908503132e+03,7.039449772078965907e+03,2.509736033704326914e-03,2.509754322727398949e-03,2.509667647882201594e-03
3.000000000000000000e+01,7.039449772078965907e+03,7.134645178249428682e+03,1.106501551528883080e-03,1.106483011969475877e-03,1.106528708157165355e-03
3.000000000000000000e+01,7.134645178249428682e+03,7.229840584419892366e+03,4.038602703619107283e-04,4.038138089491029531e-04,4.039923772179072371e-04
3.000000000000000000e+01,7.229840584419892366e+03,7.325035990590355141e+03,1.249849737183822591e-04,1.249849716886200501e-04,1.252513887846721239e-04
3.000000000000000000e+01,7.325035990590355141e+03,7.420231396760817006e+03,6.982213245151187245e-05,6.990160935287364086e-05,7.015251015630290536e-05
3.000000000000000000e+01,7.420231396760817006e+03,7.515426802931279781e+03,1.037177783116501653e-04,1.037724501812051887e-04,1.038859895693137114e-04
3.000000000000000000e+01,7.515426802931279781e+03,7.610622209101743465e+03,1.458352999823481547e-04,1.457555384674365901e-04,1.456751088028463207e-04
3.000000000000000000e+01,7.610622209101743465e+03,7.705817615272206240e+03,1.578145134430954035e-04,1.576778009477239177e-04,1.574656655964104502e-04
3.000000000000000000e+01,7.705817615272206240e+03,7.801013021442669015e+03,1.328755262707247164e-04,1.328162683951467484e-04,1.326155112078014761e-04
3.000000000000000000e+01,7.801013021442669015e+03,7.896208427613132699e+03,8.476152465763902688e-05,8.465851991006680946e-05,8.458421413227166282e-05
3.000000000000000000e+01,7.896208427613132699e+03,7.991403833783595474e+03,3.547789545610338381e-05,3.557337579215631745e-05,3.562236773493833095e-05
3.000000000000000000e+01,7.991403833783595474e+03,8.086599239954058248e+03,5.257851133935017398e-06,5.394231186620428979e-06,5.460771154712458528e-06
3.000000000000000000e+01,8.086599239954058248e+03,8.181794646124521933e+03,1.079505569496919430e-17,1.499453511188513990e-11,1.356179775143936146e-13
3.000000000000000000e+01,8.181794646124521933e+03,8.276990052294982888e+03,1.851733145364188796e-17,-1.568145852865747406e-12,-2.183062239101421584e-13
3.000000000000000000e+01,8.276990052294982888e+03,8.372185458465446573e+03,0.000000000000000000e+00,2.278359015766861611e-12,1.833090205296670139e-13
3.000000000000000000e+01,8.372185458465446573e+03,8.467380864635910257e+03,0.000000000000000000e+00,2.500496680367136966e-12,-2.810024444504683075e-13
3.000000000000000000e+01,8.467380864635910257e+03,8.562576270806372122e+03,0.000000000000000000e+00,2.566645267545075798e-12,-2.425121419575258348e-13
3.000000000000000000e+01,8.562576270806372122e+03,8.657771676976835806e+03,0.000000000000000000e+00,2.711825118602687107e-12,-1.275392912190658277e-13
3.000000000000000000e+01,8.657771676976835806e+03,8.752967083147299491e+03,0.000000000000000000e+00,2.481086462947465393e-12,1.986405416144058403e-13
