case_id,benchmark,coverage,amplitude,repetition,days,validation_rmse,full_density_l1,below_0_8_forward,above_1_2_forward,above_1_8_forward,normalised_variance,known_below_0_8_forward,known_above_1_2_forward,known_above_1_8_forward,known_normalised_variance
lognormal_central_a1_r03,lognormal,central,0.1,3,365,0.3105898936288504,0.022276689018731338,0.15480853186224514,0.15578590553787294,0.0007042965757209623,0.04089577754875795,0.15488190493561182,0.15586281131519453,0.0011870869673561704,0.04081077419238823
lognormal_central_a1_r04,lognormal,central,0.1,4,30,1.4917433786180638,0.06596126730714287,0.0004453260581660099,0.0005473078090189317,0.0005473076916456918,0.004021991063060559,5.599278553137975e-05,0.000667319734815488,4.3413888720305095e-25,0.003293081551435913
lognormal_central_a1_r04,lognormal,central,0.1,4,60,1.318533740263923,0.04758834485012517,0.0016257835271304148,0.006746206845715478,0.000547307556305145,0.007255358331512918,0.0033509144750588212,0.011040505627346847,1.558412694846654e-13,0.006597007488976235
lognormal_central_a1_r04,lognormal,central,0.1,4,90,1.3435633520124708,0.04047592162290643,0.011570684921813585,0.026401496005592134,0.0005473129132608676,0.010517409922618848,0.014002304545672748,0.02968189167680078,1.1994204585906341e-09,0.00991181352406878
lognormal_central_a1_r04,lognormal,central,0.1,4,120,1.1204260568756477,0.0341949448851193,0.0283408471881033,0.049049258159190756,0.0005922641664618451,0.013779943790438232,0.029478399865470323,0.04975679286695655,1.0920295409094793e-07,0.013237535485762078
lognormal_central_a1_r04,lognormal,central,0.1,4,180,0.8271306994064384,0.0291836456198664,0.06469311858147413,0.08558577355354113,0.0006008894533800151,0.020315738158711127,0.06443688312291969,0.0856005317371566,1.0439958089421145e-05,0.019921871095473474
lognormal_central_a1_r04,lognormal,central,0.1,4,240,1.2635953189494142,0.027565976903178746,0.09824737896069904,0.11401451257220349,0.0011380051854065175,0.027165397140590297,0.0976881006618513,0.11404335171742785,0.00010551123187570538,0.026650303317260964
lognormal_central_a1_r04,lognormal,central,0.1,4,300,1.2163194701713773,0.02559541763478871,0.12805164797825042,0.1363086602662389,0.0014916039377591399,0.033865156612769676,0.12714186569237895,0.1364984959830982,0.0004305330317962511,0.03342312305680466
lognormal_central_a1_r04,lognormal,central,0.1,4,365,0.6976245666914122,0.023040340504532467,0.1555679486007563,0.15586648591280666,0.0013048456524995251,0.041055211089066734,0.15488190493561182,0.15586281131519453,0.0011870869673561704,0.04081077419238823
lognormal_central_a1_r05,lognormal,central,0.1,5,30,1.5045993295656426,0.06584028939948577,0.00044061096893123605,0.0005529494130080613,0.0005529493772774255,0.004027144449684217,5.599278553137975e-05,0.000667319734815488,4.3413888720305095e-25,0.003293081551435913
lognormal_central_a1_r05,lognormal,central,0.1,5,60,1.3954034259727783,0.04752939508038681,0.0016348262455971618,0.006827505087513724,0.0005703626314491793,0.00728627486961364,0.0033509144750588212,0.011040505627346847,1.558412694846654e-13,0.006597007488976235
lognormal_central_a1_r05,lognormal,central,0.1,5,90,1.2090823892400848,0.03924356140276027,0.011571239409628373,0.02730833412832441,0.0005703749136323419,0.010509435524906241,0.014002304545672748,0.02968189167680078,1.1994204585906341e-09,0.00991181352406878
lognormal_central_a1_r05,lognormal,central,0.1,5,120,1.0644242063879485,0.03419251773733772,0.02786639017779878,0.04893318894222634,0.0005704844838598311,0.013755533011716725,0.029478399865470323,0.04975679286695655,1.0920295409094793e-07,0.013237535485762078
