horizon_days,left_edge,right_edge,probability_mass
9.000000000000000000e+01,6.399326566940627345e+03,6.494913992075746137e+03,4.591273507389529579e-02
9.000000000000000000e+01,6.494913992075746137e+03,6.590501417210865839e+03,4.036958364125389775e-02
9.000000000000000000e+01,6.590501417210865839e+03,6.686088842345985540e+03,3.494896328852476614e-02
9.000000000000000000e+01,6.686088842345985540e+03,6.781676267481105242e+03,2.973707253318056895e-02
9.000000000000000000e+01,6.781676267481105242e+03,6.877263692616224034e+03,2.486410460054091012e-02
9.000000000000000000e+01,6.877263692616224034e+03,6.972851117751343736e+03,2.043095418111504774e-02
9.000000000000000000e+01,6.972851117751343736e+03,7.068438542886463438e+03,1.645543771462386340e-02
9.000000000000000000e+01,7.068438542886463438e+03,7.164025968021582230e+03,1.286051245430295739e-02
9.000000000000000000e+01,7.164025968021582230e+03,7.259613393156701932e+03,9.682227094695902009e-03
9.000000000000000000e+01,7.259613393156701932e+03,7.355200818291821633e+03,7.012648672249988113e-03
9.000000000000000000e+01,7.355200818291821633e+03,7.450788243426940426e+03,4.938263257584554408e-03
9.000000000000000000e+01,7.450788243426940426e+03,7.546375668562060127e+03,3.499546979382989285e-03
9.000000000000000000e+01,7.546375668562060127e+03,7.641963093697179829e+03,2.645159150541214269e-03
9.000000000000000000e+01,7.641963093697179829e+03,7.737550518832299531e+03,2.206364720986137267e-03
9.000000000000000000e+01,7.737550518832299531e+03,7.833137943967418323e+03,1.924668240921459253e-03
9.000000000000000000e+01,7.833137943967418323e+03,7.928725369102538025e+03,1.643376442976501612e-03
9.000000000000000000e+01,7.928725369102538025e+03,8.024312794237657727e+03,1.304519687481925632e-03
9.000000000000000000e+01,8.024312794237657727e+03,8.119900219372776519e+03,9.199674979255229122e-04
9.000000000000000000e+01,8.119900219372776519e+03,8.215487644507895311e+03,5.428020465385738824e-04
9.000000000000000000e+01,8.215487644507895311e+03,8.311075069643015013e+03,2.384996743218520811e-04
9.000000000000000000e+01,8.311075069643015013e+03,8.406662494778134715e+03,5.624999689518190584e-05
9.000000000000000000e+01,8.406662494778134715e+03,8.502249919913254416e+03,0.000000000000000000e+00
9.000000000000000000e+01,8.502249919913254416e+03,8.597837345048374118e+03,0.000000000000000000e+00
9.000000000000000000e+01,8.597837345048374118e+03,8.693424770183493820e+03,8.164847332602149548e-18
9.000000000000000000e+01,8.693424770183493820e+03,8.789012195318611703e+03,0.000000000000000000e+00
9.000000000000000000e+01,8.789012195318611703e+03,8.884599620453731404e+03,7.944577192552636716e-18
9.000000000000000000e+01,8.884599620453731404e+03,8.980187045588851106e+03,0.000000000000000000e+00
9.000000000000000000e+01,8.980187045588851106e+03,9.075774470723970808e+03,8.332349228796991372e-18
9.000000000000000000e+01,9.075774470723970808e+03,9.171361895859090509e+03,0.000000000000000000e+00
9.000000000000000000e+01,9.171361895859090509e+03,9.266949320994210211e+03,1.674447758629533866e-18
9.000000000000000000e+01,9.266949320994210211e+03,9.362536746129329913e+03,1.171053130963402330e-17
9.000000000000000000e+01,9.362536746129329913e+03,9.458124171264447796e+03,0.000000000000000000e+00
9.000000000000000000e+01,9.458124171264447796e+03,9.553711596399567497e+03,6.507307253153102036e-19
9.000000000000000000e+01,9.553711596399567497e+03,9.649299021534687199e+03,0.000000000000000000e+00
9.000000000000000000e+01,9.649299021534687199e+03,9.744886446669806901e+03,0.000000000000000000e+00
9.000000000000000000e+01,9.744886446669806901e+03,9.840473871804926603e+03,1.026413956963089620e-17
9.000000000000000000e+01,9.840473871804926603e+03,9.936061296940046304e+03,6.397006862614510395e-18
9.000000000000000000e+01,9.936061296940046304e+03,1.003164872207516419e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.003164872207516419e+04,1.012723614721028389e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.012723614721028389e+04,1.022282357234540359e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.022282357234540359e+04,1.031841099748052329e+04,2.014588375393438508e-17
9.000000000000000000e+01,1.031841099748052329e+04,1.041399842261564299e+04,8.838305054071542507e-19
9.000000000000000000e+01,1.041399842261564299e+04,1.050958584775076088e+04,6.171927288524802363e-18
9.000000000000000000e+01,1.050958584775076088e+04,1.060517327288588058e+04,1.577264020232628468e-17
9.000000000000000000e+01,1.060517327288588058e+04,1.070076069802100028e+04,1.682982265862572102e-17
9.000000000000000000e+01,1.070076069802100028e+04,1.079634812315611998e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.079634812315611998e+04,1.089193554829123968e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.089193554829123968e+04,1.098752297342635939e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.098752297342635939e+04,1.108311039856147909e+04,4.017728527912760526e-17
9.000000000000000000e+01,1.108311039856147909e+04,1.117869782369659697e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.117869782369659697e+04,1.127428524883171667e+04,3.732432418052524535e-17
9.000000000000000000e+01,1.127428524883171667e+04,1.136987267396683637e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.136987267396683637e+04,1.146546009910195608e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.146546009910195608e+04,1.156104752423707578e+04,2.676895848660234315e-17
9.000000000000000000e+01,1.156104752423707578e+04,1.165663494937219548e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.165663494937219548e+04,1.175222237450731518e+04,3.014311979750225343e-18
9.000000000000000000e+01,1.175222237450731518e+04,1.184780979964243306e+04,2.028864631941712132e-17
9.000000000000000000e+01,1.184780979964243306e+04,1.194339722477755276e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.194339722477755276e+04,1.203898464991267247e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.203898464991267247e+04,1.213457207504779217e+04,2.419986174483270373e-18
9.000000000000000000e+01,1.213457207504779217e+04,1.223015950018291187e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.223015950018291187e+04,1.232574692531803157e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.232574692531803157e+04,1.242133435045315127e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.242133435045315127e+04,1.251692177558826916e+04,7.467912449453409371e-17
9.000000000000000000e+01,1.251692177558826916e+04,1.261250920072338886e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.261250920072338886e+04,1.270809662585850856e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.270809662585850856e+04,1.280368405099362826e+04,2.780396155177139781e-17
9.000000000000000000e+01,1.280368405099362826e+04,1.289927147612874796e+04,3.973706212642710216e-17
9.000000000000000000e+01,1.289927147612874796e+04,1.299485890126386766e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.299485890126386766e+04,1.309044632639898555e+04,0.000000000000000000e+00
9.000000000000000000e+01,1.309044632639898555e+04,1.318603375153410525e+04,6.571390198301654763e-18
9.000000000000000000e+01,1.318603375153410525e+04,1.328162117666922495e+04,2.823480636975796222e-17
1.200000000000000000e+02,1.814855486863992837e+03,1.910639526448481320e+03,8.878759587390235088e-19
1.200000000000000000e+02,1.910639526448481320e+03,2.006423566032969802e+03,1.084626423555394841e-18
1.200000000000000000e+02,2.006423566032969802e+03,2.102207605617458285e+03,0.000000000000000000e+00
1.200000000000000000e+02,2.102207605617458285e+03,2.197991645201946994e+03,3.796559471553840730e-19
1.200000000000000000e+02,2.197991645201946994e+03,2.293775684786435704e+03,0.000000000000000000e+00
1.200000000000000000e+02,2.293775684786435704e+03,2.389559724370923959e+03,2.015510619151866920e-18
1.200000000000000000e+02,2.389559724370923959e+03,2.485343763955412669e+03,4.082893723660023086e-19
1.200000000000000000e+02,2.485343763955412669e+03,2.581127803539900924e+03,1.639186902354064625e-18
1.200000000000000000e+02,2.581127803539900924e+03,2.676911843124389634e+03,6.845233378022571657e-19
1.200000000000000000e+02,2.676911843124389634e+03,2.772695882708878344e+03,0.000000000000000000e+00
1.200000000000000000e+02,2.772695882708878344e+03,2.868479922293366599e+03,2.972155800180378277e-19
1.200000000000000000e+02,2.868479922293366599e+03,2.964263961877854854e+03,9.084485690363424963e-20
1.200000000000000000e+02,2.964263961877854854e+03,3.060048001462343564e+03,2.634526146460573312e-19
1.200000000000000000e+02,3.060048001462343564e+03,3.155832041046832273e+03,0.000000000000000000e+00
1.200000000000000000e+02,3.155832041046832273e+03,3.251616080631320983e+03,0.000000000000000000e+00
1.200000000000000000e+02,3.251616080631320983e+03,3.347400120215809238e+03,1.275757255232047196e-06
1.200000000000000000e+02,3.347400120215809238e+03,3.443184159800297493e+03,1.180848401266054903e-05
1.200000000000000000e+02,3.443184159800297493e+03,3.538968199384786203e+03,3.189225042178449738e-05
1.200000000000000000e+02,3.538968199384786203e+03,3.634752238969274913e+03,5.760923465053061098e-05
1.200000000000000000e+02,3.634752238969274913e+03,3.730536278553763623e+03,8.410784909606509180e-05
1.200000000000000000e+02,3.730536278553763623e+03,3.826320318138251878e+03,1.090103880437127916e-04
1.200000000000000000e+02,3.826320318138251878e+03,3.922104357722740133e+03,1.357734345592939609e-04
1.200000000000000000e+02,3.922104357722740133e+03,4.017888397307228843e+03,1.770442490303503040e-04
1.200000000000000000e+02,4.017888397307228843e+03,4.113672436891717552e+03,2.579787083648961616e-04
1.200000000000000000e+02,4.113672436891717552e+03,4.209456476476206262e+03,4.196716129006591942e-04
1.200000000000000000e+02,4.209456476476206262e+03,4.305240516060694063e+03,7.225075580776696340e-04
1.200000000000000000e+02,4.305240516060694063e+03,4.401024555645182772e+03,1.249506531464369746e-03
1.200000000000000000e+02,4.401024555645182772e+03,4.496808595229671482e+03,2.109707643727663784e-03
1.200000000000000000e+02,4.496808595229671482e+03,4.592592634814160192e+03,3.441533480998089541e-03
1.200000000000000000e+02,4.592592634814160192e+03,4.688376674398648902e+03,5.416156472439028965e-03
1.200000000000000000e+02,4.688376674398648902e+03,4.784160713983136702e+03,8.196172773522993754e-03
1.200000000000000000e+02,4.784160713983136702e+03,4.879944753567625412e+03,1.168351435233787317e-02
1.200000000000000000e+02,4.879944753567625412e+03,4.975728793152114122e+03,1.563468742913337942e-02
1.200000000000000000e+02,4.975728793152114122e+03,5.071512832736602832e+03,1.991350774186841088e-02
1.200000000000000000e+02,5.071512832736602832e+03,5.167296872321091541e+03,2.443939552052407441e-02
1.200000000000000000e+02,5.167296872321091541e+03,5.263080911905579342e+03,2.925384647916114481e-02
1.200000000000000000e+02,5.263080911905579342e+03,5.358864951490068051e+03,3.446341641837993158e-02
1.200000000000000000e+02,5.358864951490068051e+03,5.454648991074556761e+03,3.993570652844408847e-02
1.200000000000000000e+02,5.454648991074556761e+03,5.550433030659045471e+03,4.519853669507425259e-02
1.200000000000000000e+02,5.550433030659045471e+03,5.646217070243534181e+03,4.966504039565557138e-02
1.200000000000000000e+02,5.646217070243534181e+03,5.742001109828021981e+03,5.293011936332429196e-02
1.200000000000000000e+02,5.742001109828021981e+03,5.837785149412510691e+03,5.489739245448439775e-02
1.200000000000000000e+02,5.837785149412510691e+03,5.933569188996999401e+03,5.569588362305234741e-02
1.200000000000000000e+02,5.933569188996999401e+03,6.029353228581488111e+03,5.555787018421778217e-02
1.200000000000000000e+02,6.029353228581488111e+03,6.125137268165976820e+03,5.454095897942615873e-02
1.200000000000000000e+02,6.125137268165976820e+03,6.220921307750465530e+03,5.255266590523989534e-02
1.200000000000000000e+02,6.220921307750465530e+03,6.316705347334953331e+03,4.961386643796285301e-02
1.200000000000000000e+02,6.316705347334953331e+03,6.412489386919442040e+03,4.592402249117977925e-02
1.200000000000000000e+02,6.412489386919442040e+03,6.508273426503930750e+03,4.187012414153400142e-02
1.200000000000000000e+02,6.508273426503930750e+03,6.604057466088419460e+03,3.783037380979872161e-02
1.200000000000000000e+02,6.604057466088419460e+03,6.699841505672908170e+03,3.388065215014118836e-02
1.200000000000000000e+02,6.699841505672908170e+03,6.795625545257395970e+03,2.995501742486204530e-02
1.200000000000000000e+02,6.795625545257395970e+03,6.891409584841884680e+03,2.603814832654126679e-02
1.200000000000000000e+02,6.891409584841884680e+03,6.987193624426373390e+03,2.220391511856657785e-02
1.200000000000000000e+02,6.987193624426373390e+03,7.082977664010862100e+03,1.859067840170419705e-02
1.200000000000000000e+02,7.082977664010862100e+03,7.178761703595350809e+03,1.529237277591313435e-02
1.200000000000000000e+02,7.178761703595350809e+03,7.274545743179838610e+03,1.237410257492714723e-02
1.200000000000000000e+02,7.274545743179838610e+03,7.370329782764327319e+03,9.970489904186172897e-03
1.200000000000000000e+02,7.370329782764327319e+03,7.466113822348816029e+03,8.110755566098779706e-03
1.200000000000000000e+02,7.466113822348816029e+03,7.561897861933304739e+03,6.631632951481509185e-03
1.200000000000000000e+02,7.561897861933304739e+03,7.657681901517793449e+03,5.425506244660418739e-03
1.200000000000000000e+02,7.657681901517793449e+03,7.753465941102281249e+03,4.408484791798652526e-03
1.200000000000000000e+02,7.753465941102281249e+03,7.849249980686769959e+03,3.508571900354461818e-03
1.200000000000000000e+02,7.849249980686769959e+03,7.945034020271258669e+03,2.737351237128023227e-03
1.200000000000000000e+02,7.945034020271258669e+03,8.040818059855747379e+03,2.095627330055613996e-03
1.200000000000000000e+02,8.040818059855747379e+03,8.136602099440236088e+03,1.561018821946515362e-03
1.200000000000000000e+02,8.136602099440236088e+03,8.232386139024723889e+03,1.125603113927339544e-03
1.200000000000000000e+02,8.232386139024723889e+03,8.328170178609212599e+03,7.793610671417769550e-04
1.200000000000000000e+02,8.328170178609212599e+03,8.423954218193701308e+03,5.122310823109716598e-04
1.200000000000000000e+02,8.423954218193701308e+03,8.519738257778190018e+03,3.140966040028353597e-04
1.200000000000000000e+02,8.519738257778190018e+03,8.615522297362678728e+03,1.747904675900956021e-04
1.200000000000000000e+02,8.615522297362678728e+03,8.711306336947165619e+03,8.407295990914120519e-05
1.200000000000000000e+02,8.711306336947165619e+03,8.807090376531654329e+03,3.162356318438354011e-05
1.200000000000000000e+02,8.807090376531654329e+03,8.902874416116143038e+03,7.058020853302239313e-06
1.200000000000000000e+02,8.902874416116143038e+03,8.998658455700631748e+03,0.000000000000000000e+00
1.200000000000000000e+02,8.998658455700631748e+03,9.094442495285120458e+03,2.861598053167537046e-20
1.200000000000000000e+02,9.094442495285120458e+03,9.190226534869609168e+03,2.396733245956316715e-08
1.200000000000000000e+02,9.190226534869609168e+03,9.286010574454097878e+03,3.197986595748659859e-08
1.200000000000000000e+02,9.286010574454097878e+03,9.381794614038586587e+03,7.502973145945180452e-09
1.200000000000000000e+02,9.381794614038586587e+03,9.477578653623075297e+03,7.700682162409642504e-09
1.200000000000000000e+02,9.477578653623075297e+03,9.573362693207564007e+03,1.967980997554884601e-08
1.200000000000000000e+02,9.573362693207564007e+03,9.669146732792050898e+03,4.068666619657718133e-08
1.200000000000000000e+02,9.669146732792050898e+03,9.764930772376539608e+03,8.127193633449380805e-08
1.200000000000000000e+02,9.764930772376539608e+03,9.860714811961028317e+03,9.732563223501348264e-08
1.200000000000000000e+02,9.860714811961028317e+03,9.956498851545517027e+03,1.139299018358510403e-07
1.200000000000000000e+02,9.956498851545517027e+03,1.005228289113000574e+04,1.169280518366923819e-07
1.200000000000000000e+02,1.005228289113000574e+04,1.014806693071449445e+04,7.034731540877485022e-08
1.200000000000000000e+02,1.014806693071449445e+04,1.024385097029898316e+04,8.010270685996396888e-08
1.200000000000000000e+02,1.024385097029898316e+04,1.033963500988347187e+04,1.239780413118630687e-07
1.200000000000000000e+02,1.033963500988347187e+04,1.043541904946796058e+04,1.745837843705595841e-07
1.200000000000000000e+02,1.043541904946796058e+04,1.053120308905244929e+04,2.585278701459394115e-07
1.200000000000000000e+02,1.053120308905244929e+04,1.062698712863693800e+04,3.228099991872869386e-07
1.200000000000000000e+02,1.062698712863693800e+04,1.072277116822142671e+04,3.569005926769565166e-07
1.200000000000000000e+02,1.072277116822142671e+04,1.081855520780591360e+04,3.557162679939455936e-07
1.200000000000000000e+02,1.081855520780591360e+04,1.091433924739040231e+04,2.894607298070077785e-07
1.200000000000000000e+02,1.091433924739040231e+04,1.101012328697489102e+04,1.559920856602560435e-07
1.200000000000000000e+02,1.101012328697489102e+04,1.110590732655937973e+04,8.709923196409121521e-08
1.200000000000000000e+02,1.110590732655937973e+04,1.120169136614386844e+04,1.345491037712397765e-07
1.200000000000000000e+02,1.120169136614386844e+04,1.129747540572835715e+04,2.727351812806969065e-07
1.200000000000000000e+02,1.129747540572835715e+04,1.139325944531284586e+04,4.557684679490659622e-07
1.200000000000000000e+02,1.139325944531284586e+04,1.148904348489733457e+04,6.638174346826518377e-07
1.200000000000000000e+02,1.148904348489733457e+04,1.158482752448182327e+04,9.087010854038138479e-07
1.200000000000000000e+02,1.158482752448182327e+04,1.168061156406631198e+04,1.212586173666369470e-06
1.200000000000000000e+02,1.168061156406631198e+04,1.177639560365079888e+04,1.561813544148474525e-06
1.200000000000000000e+02,1.177639560365079888e+04,1.187217964323528759e+04,2.043856690013874661e-06
1.200000000000000000e+02,1.187217964323528759e+04,1.196796368281977630e+04,2.638100930338135106e-06
1.200000000000000000e+02,1.196796368281977630e+04,1.206374772240426501e+04,3.320277956819754966e-06
1.200000000000000000e+02,1.206374772240426501e+04,1.215953176198875371e+04,4.036618439902970261e-06
1.200000000000000000e+02,1.215953176198875371e+04,1.225531580157324242e+04,4.791997957722178732e-06
1.200000000000000000e+02,1.225531580157324242e+04,1.235109984115773113e+04,5.667347874184502999e-06
1.200000000000000000e+02,1.235109984115773113e+04,1.244688388074221984e+04,6.642885305582076717e-06
1.200000000000000000e+02,1.244688388074221984e+04,1.254266792032670855e+04,7.728613288399708840e-06
1.200000000000000000e+02,1.254266792032670855e+04,1.263845195991119726e+04,8.965452406924788356e-06
1.200000000000000000e+02,1.263845195991119726e+04,1.273423599949568415e+04,1.038470334544317233e-05
1.200000000000000000e+02,1.273423599949568415e+04,1.283002003908017286e+04,1.199907786066842649e-05
1.200000000000000000e+02,1.283002003908017286e+04,1.292580407866466157e+04,1.373057676704325500e-05
1.200000000000000000e+02,1.292580407866466157e+04,1.302158811824915028e+04,1.556141543276284535e-05
1.200000000000000000e+02,1.302158811824915028e+04,1.311737215783363899e+04,1.752613944476984299e-05
1.200000000000000000e+02,1.311737215783363899e+04,1.321315619741812770e+04,1.952179922203925569e-05
1.200000000000000000e+02,1.321315619741812770e+04,1.330894023700261641e+04,2.156689595952596467e-05
1.800000000000000000e+02,1.822329143394095354e+03,1.918507625962117118e+03,0.000000000000000000e+00
1.800000000000000000e+02,1.918507625962117118e+03,2.014686108530138881e+03,1.368654711030929281e-17
1.800000000000000000e+02,2.014686108530138881e+03,2.110864591098160417e+03,1.765763474111784097e-18
1.800000000000000000e+02,2.110864591098160417e+03,2.207043073666181954e+03,0.000000000000000000e+00
1.800000000000000000e+02,2.207043073666181954e+03,2.303221556234203945e+03,3.927251775111751372e-18
1.800000000000000000e+02,2.303221556234203945e+03,2.399400038802225481e+03,5.951797500204485854e-18
1.800000000000000000e+02,2.399400038802225481e+03,2.495578521370247472e+03,0.000000000000000000e+00
1.800000000000000000e+02,2.495578521370247472e+03,2.591757003938269008e+03,0.000000000000000000e+00
1.800000000000000000e+02,2.591757003938269008e+03,2.687935486506290545e+03,5.396969005936284213e-19
1.800000000000000000e+02,2.687935486506290545e+03,2.784113969074312536e+03,3.816111854376699420e-18
1.800000000000000000e+02,2.784113969074312536e+03,2.880292451642334072e+03,8.216739859464957523e-18
1.800000000000000000e+02,2.880292451642334072e+03,2.976470934210356063e+03,0.000000000000000000e+00
1.800000000000000000e+02,2.976470934210356063e+03,3.072649416778377599e+03,3.052482373575396234e-18
1.800000000000000000e+02,3.072649416778377599e+03,3.168827899346399136e+03,2.045527441897995465e-18
1.800000000000000000e+02,3.168827899346399136e+03,3.265006381914420672e+03,1.938115394933842271e-18
1.800000000000000000e+02,3.265006381914420672e+03,3.361184864482442663e+03,0.000000000000000000e+00
1.800000000000000000e+02,3.361184864482442663e+03,3.457363347050464654e+03,1.848197588988463199e-18
1.800000000000000000e+02,3.457363347050464654e+03,3.553541829618486190e+03,0.000000000000000000e+00
1.800000000000000000e+02,3.553541829618486190e+03,3.649720312186507726e+03,2.970094227446144904e-18
1.800000000000000000e+02,3.649720312186507726e+03,3.745898794754529263e+03,8.383564229576895234e-05
1.800000000000000000e+02,3.745898794754529263e+03,3.842077277322551254e+03,2.982653408435975728e-04
1.800000000000000000e+02,3.842077277322551254e+03,3.938255759890572790e+03,6.534074623480612583e-04
1.800000000000000000e+02,3.938255759890572790e+03,4.034434242458594781e+03,1.140548872615851882e-03
1.800000000000000000e+02,4.034434242458594781e+03,4.130612725026616317e+03,1.750452725526250837e-03
1.800000000000000000e+02,4.130612725026616317e+03,4.226791207594637854e+03,2.491211867978188575e-03
1.800000000000000000e+02,4.226791207594637854e+03,4.322969690162659390e+03,3.406765179843990361e-03
1.800000000000000000e+02,4.322969690162659390e+03,4.419148172730681836e+03,4.594850779513198064e-03
1.800000000000000000e+02,4.419148172730681836e+03,4.515326655298702462e+03,6.203002544928279578e-03
1.800000000000000000e+02,4.515326655298702462e+03,4.611505137866724908e+03,8.319415691052503559e-03
1.800000000000000000e+02,4.611505137866724908e+03,4.707683620434746445e+03,1.092710529867691599e-02
1.800000000000000000e+02,4.707683620434746445e+03,4.803862103002767981e+03,1.401815976722374339e-02
1.800000000000000000e+02,4.803862103002767981e+03,4.900040585570790427e+03,1.750001617389044389e-02
1.800000000000000000e+02,4.900040585570790427e+03,4.996219068138811053e+03,2.120343119109302163e-02
1.800000000000000000e+02,4.996219068138811053e+03,5.092397550706833499e+03,2.495568849107367496e-02
1.800000000000000000e+02,5.092397550706833499e+03,5.188576033274855035e+03,2.867196569792371252e-02
1.800000000000000000e+02,5.188576033274855035e+03,5.284754515842876572e+03,3.220198173335281355e-02
1.800000000000000000e+02,5.284754515842876572e+03,5.380932998410899017e+03,3.543996525630876970e-02
1.800000000000000000e+02,5.380932998410899017e+03,5.477111480978919644e+03,3.842073347837336728e-02
1.800000000000000000e+02,5.477111480978919644e+03,5.573289963546942090e+03,4.111608895001498537e-02
1.800000000000000000e+02,5.573289963546942090e+03,5.669468446114963626e+03,4.341623691355318837e-02
1.800000000000000000e+02,5.669468446114963626e+03,5.765646928682985163e+03,4.510768448869210273e-02
1.800000000000000000e+02,5.765646928682985163e+03,5.861825411251007608e+03,4.593910656389790098e-02
1.800000000000000000e+02,5.861825411251007608e+03,5.958003893819028235e+03,4.589907326206942029e-02
1.800000000000000000e+02,5.958003893819028235e+03,6.054182376387050681e+03,4.523456311262170210e-02
1.800000000000000000e+02,6.054182376387050681e+03,6.150360858955071308e+03,4.414505915500935296e-02
1.800000000000000000e+02,6.150360858955071308e+03,6.246539341523093753e+03,4.269996100324729982e-02
1.800000000000000000e+02,6.246539341523093753e+03,6.342717824091116199e+03,4.096665656909623254e-02
1.800000000000000000e+02,6.342717824091116199e+03,6.438896306659136826e+03,3.897524695543226614e-02
1.800000000000000000e+02,6.438896306659136826e+03,6.535074789227159272e+03,3.670816606584771657e-02
1.800000000000000000e+02,6.535074789227159272e+03,6.631253271795179899e+03,3.413924284757990923e-02
1.800000000000000000e+02,6.631253271795179899e+03,6.727431754363202344e+03,3.132616233422717139e-02
1.800000000000000000e+02,6.727431754363202344e+03,6.823610236931224790e+03,2.838163907208313477e-02
1.800000000000000000e+02,6.823610236931224790e+03,6.919788719499245417e+03,2.538446390074108189e-02
1.800000000000000000e+02,6.919788719499245417e+03,7.015967202067267863e+03,2.243965723775421389e-02
1.800000000000000000e+02,7.015967202067267863e+03,7.112145684635288490e+03,1.961679065756074397e-02
1.800000000000000000e+02,7.112145684635288490e+03,7.208324167203310935e+03,1.709233214518151092e-02
1.800000000000000000e+02,7.208324167203310935e+03,7.304502649771333381e+03,1.506493740974435176e-02
1.800000000000000000e+02,7.304502649771333381e+03,7.400681132339354008e+03,1.349306267964350652e-02
1.800000000000000000e+02,7.400681132339354008e+03,7.496859614907376454e+03,1.205989735163534755e-02
1.800000000000000000e+02,7.496859614907376454e+03,7.593038097475397080e+03,1.046292583393069325e-02
1.800000000000000000e+02,7.593038097475397080e+03,7.689216580043419526e+03,8.704479075631483057e-03
1.800000000000000000e+02,7.689216580043419526e+03,7.785395062611441972e+03,7.013853598149208564e-03
1.800000000000000000e+02,7.785395062611441972e+03,7.881573545179462599e+03,5.598575826173744600e-03
1.800000000000000000e+02,7.881573545179462599e+03,7.977752027747485045e+03,4.563630609950422579e-03
1.800000000000000000e+02,7.977752027747485045e+03,8.073930510315505671e+03,3.811280668832189508e-03
1.800000000000000000e+02,8.073930510315505671e+03,8.170108992883528117e+03,3.237038990008721511e-03
1.800000000000000000e+02,8.170108992883528117e+03,8.266287475451550563e+03,2.789997674863765788e-03
1.800000000000000000e+02,8.266287475451550563e+03,8.362465958019571190e+03,2.339124637765982104e-03
1.800000000000000000e+02,8.362465958019571190e+03,8.458644440587593635e+03,1.842592177574491888e-03
1.800000000000000000e+02,8.458644440587593635e+03,8.554822923155614262e+03,1.429243851312014119e-03
1.800000000000000000e+02,8.554822923155614262e+03,8.651001405723636708e+03,1.184509570467562117e-03
1.800000000000000000e+02,8.651001405723636708e+03,8.747179888291659154e+03,1.058699713242448361e-03
1.800000000000000000e+02,8.747179888291659154e+03,8.843358370859679781e+03,9.777242108943700206e-04
1.800000000000000000e+02,8.843358370859679781e+03,8.939536853427702226e+03,8.957940831935121877e-04
1.800000000000000000e+02,8.939536853427702226e+03,9.035715335995722853e+03,7.900903530776857064e-04
1.800000000000000000e+02,9.035715335995722853e+03,9.131893818563745299e+03,6.558142458527960270e-04
1.800000000000000000e+02,9.131893818563745299e+03,9.228072301131765926e+03,5.012804469601158351e-04
1.800000000000000000e+02,9.228072301131765926e+03,9.324250783699788371e+03,3.427716716379836884e-04
1.800000000000000000e+02,9.324250783699788371e+03,9.420429266267810817e+03,1.998488162554818272e-04
1.800000000000000000e+02,9.420429266267810817e+03,9.516607748835831444e+03,9.001235263570131115e-05
1.800000000000000000e+02,9.516607748835831444e+03,9.612786231403853890e+03,2.387972109433449491e-05
1.800000000000000000e+02,9.612786231403853890e+03,9.708964713971874517e+03,1.916036044948603781e-17
1.800000000000000000e+02,9.708964713971874517e+03,9.805143196539896962e+03,1.801439111224085060e-17
1.800000000000000000e+02,9.805143196539896962e+03,9.901321679107919408e+03,7.118606466995810698e-18
1.800000000000000000e+02,9.901321679107919408e+03,9.997500161675940035e+03,2.291186860810687871e-18
1.800000000000000000e+02,9.997500161675940035e+03,1.009367864424396248e+04,0.000000000000000000e+00
1.800000000000000000e+02,1.009367864424396248e+04,1.018985712681198493e+04,3.445485626993474396e-18
1.800000000000000000e+02,1.018985712681198493e+04,1.028603560938000555e+04,2.201313821323491160e-18
1.800000000000000000e+02,1.028603560938000555e+04,1.038221409194802800e+04,2.158982935387725674e-19
1.800000000000000000e+02,1.038221409194802800e+04,1.047839257451604863e+04,0.000000000000000000e+00
1.800000000000000000e+02,1.047839257451604863e+04,1.057457105708407107e+04,0.000000000000000000e+00
1.800000000000000000e+02,1.057457105708407107e+04,1.067074953965209352e+04,7.512873138589024001e-18
1.800000000000000000e+02,1.067074953965209352e+04,1.076692802222011414e+04,3.213425108619623433e-18
1.800000000000000000e+02,1.076692802222011414e+04,1.086310650478813659e+04,2.096182492619619725e-18
1.800000000000000000e+02,1.086310650478813659e+04,1.095928498735615722e+04,6.287121938447395968e-19
1.800000000000000000e+02,1.095928498735615722e+04,1.105546346992417966e+04,1.533821031439009864e-19
1.800000000000000000e+02,1.105546346992417966e+04,1.115164195249220211e+04,0.000000000000000000e+00
1.800000000000000000e+02,1.115164195249220211e+04,1.124782043506022274e+04,0.000000000000000000e+00
1.800000000000000000e+02,1.124782043506022274e+04,1.134399891762824518e+04,1.870997781227063789e-18
