benchmark,setting,days,withheld_rmse,full_density_l1,known_outside_support,fitted_below_0_8_forward,fitted_above_1_2_forward,fitted_above_1_8_forward,fitted_normalised_mean,fitted_normalised_variance,known_below_0_8_forward,known_above_1_2_forward,known_above_1_8_forward,known_normalised_mean,known_normalised_variance
mixture,narrow,90,0.1326113141705122,0.05154864559155328,0.0001429481798683871,0.03863537664340766,0.04035246481130871,1.470145154490925e-05,1.000000000000007,0.013449543033685174,0.038783706826076556,0.0415837108951731,0.0002779813074339507,1.0,0.013693586207532478
mixture,narrow,120,0.09288820352619775,0.04421733290719569,0.0006319738757768049,0.050703015904370645,0.05304721773887973,0.0005743101496775309,0.9999999999997956,0.018292982357759557,0.051150675782629516,0.05318238613221769,0.0009272247952358108,1.0,0.018351192669116022
mixture,narrow,180,0.08619885073512173,0.04957523745420013,0.003128532935367647,0.07352216089156545,0.07593440221376352,0.0006527326396401584,1.0000000000001545,0.027086792454848796,0.07403713869332912,0.07508588197205285,0.0031938592034413188,1.0,0.027809601774899727
mixture,narrow,240,0.14830121521872786,0.06012950937730396,0.007427031950742073,0.09665567772287853,0.0948013007924195,0.010725515870328899,1.0000000000000002,0.03654494664407659,0.09598528689944674,0.09474501957624087,0.00604275442082521,1.0,0.03746302188589668
mixture,narrow,300,0.10822747547426574,0.08012310581299899,0.012852495624842905,0.11710942901194105,0.11154247858561915,0.019594019969864346,0.9999999999999999,0.045337326047550475,0.11683927305409603,0.1118526225060108,0.008940648254429933,1.0,0.04731646597038387
mixture,narrow,365,0.43675507817130504,0.11987244544893086,0.019339168864723165,0.13826603520959957,0.127345733108189,0.02720847852705056,1.0,0.05478309628962519,0.13788288951261907,0.1277329330250726,0.011885496979341553,1.0,0.05822272356993101
mixture,wide,30,0.33166895937866536,0.09088865696763618,1.0789602290742372e-17,0.0071832936104616356,0.01509742113405063,4.945999918191077e-12,1.000000000000091,0.004442847690988128,0.007369611340624764,0.012441093072208736,2.7300738522736983e-08,1.0,0.004518576768047543
mixture,wide,60,0.1220312413909099,0.053161343763721884,3.897638511387289e-10,0.025435110853219495,0.02829332807434982,2.814263318892718e-10,1.0000000000000722,0.009089365469856503,0.024457677081192418,0.02895841477614615,2.6377807968926344e-05,1.0,0.009082911152477561
mixture,wide,90,0.13261253737602094,0.05153759199014228,1.3875451223539965e-07,0.03863494092037464,0.04035246164837154,1.397652371789586e-05,1.0000000000001281,0.013450669588268571,0.038783706826076556,0.0415837108951731,0.0002779813074339507,1.0,0.013693586207532478
mixture,wide,120,0.09288687839321677,0.043794474239806355,2.7066156625029007e-06,0.050703065563230246,0.053047252254411675,0.0006810651444898824,1.0000000000002314,0.018299189855745857,0.051150675782629516,0.05318238613221769,0.0009272247952358108,1.0,0.018351192669116022
mixture,wide,180,0.08620778896352252,0.04929869790440923,5.505601675126678e-05,0.07352155099882882,0.07593439998749321,0.0006483721396489326,1.0000000000008233,0.0270960245961287,0.07403713869332912,0.07508588197205285,0.0031938592034413188,1.0,0.027809601774899727
mixture,wide,240,0.14840210955601257,0.040872852043530486,0.0002550733125608167,0.09664972654677091,0.09480150486559233,0.006000054145556104,0.9999999999986606,0.03771019385879271,0.09598528689944674,0.09474501957624087,0.00604275442082521,1.0,0.03746302188589668
mixture,wide,300,0.10818861753566404,0.044203783527261564,0.0006489263598728011,0.11711100281734492,0.11154309379897884,0.010404615038903926,0.9999999999999997,0.04656226576517963,0.11683927305409603,0.1118526225060108,0.008940648254429933,1.0,0.04731646597038387
mixture,wide,365,0.137914509769404,0.046102620001010224,0.0012731778829420037,0.13829856997151152,0.1273525698634793,0.01745534916027109,0.9999999999999997,0.056257536489194404,0.13788288951261907,0.1277329330250726,0.011885496979341553,1.0,0.05822272356993101
